number,partner,compliance,alternative,signature,alternative_other_MLI,comments,iso3c,year,minimum_standard,type,inc_frame_member
10,Croatia,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
11,Cyprus*,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,no
12,Czech Republic,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
13,Denmark,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
14,Estonia,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
15,Finland,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
16,France,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
17,Georgia,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
18,Germany,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,yes
19,Greece,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
20,Hong Kong (China),No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
21,Hungary,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
22,Iceland,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
23,India,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
24,Ireland,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
25,Israel,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
26,Italy,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
27,Japan,Yes other,NA,,NA,NA,LVA,2021,PPT+LOB,jur_response,yes
28,Kazakhstan,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
29,Korea,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
30,Kuwait*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
31,Kyrgyzstan*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
32,Lithuania,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
33,Luxembourg,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
34,Malta,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
35,Mexico,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
36,Moldova*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
37,Montenegro*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
38,Morocco,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
39,Netherlands,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
40,North Macedonia,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
41,Norway,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
42,Poland,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
43,Portugal,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
44,Qatar,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
45,Romania,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
46,Russian Federation,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
47,Serbia,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
48,Singapore,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
49,Slovak Republic,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
50,Slovenia,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
51,Spain,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
52,Sweden,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
53,Switzerland,Yes Other,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
54,Tajikistan*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
55,Turkey,No,NA,Yes MLI,NA,NA,LVA,2021,PPT,jur_response,yes
56,Turkmenistan*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
57,Ukraine,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
58,United Arab Emirates,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
59,United Kingdom,Yes MLI,NA,,NA,NA,LVA,2021,PPT,jur_response,yes
60,United States,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,yes
61,Uzbekistan*,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,no
62,Viet Nam,No,NA,No,NA,NA,LVA,2021,PPT,jur_response,yes
1,Germany,No,NA,No,NA,NA,LBR,2021,,jur_response,yes
1,Andorra,No,NA,Yes MLI,NA,NA,LIE,2021,PPT,jur_response,yes
2,Austria,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
3,Czech Republic,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
4,Georgia,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
5,Germany,No,NA,Yes other,NA,NA,LIE,2021,PPT,jur_response,yes
6,Guernsey,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
7,Hong Kong (China),No,NA,Yes MLI,NA,NA,LIE,2021,PPT,jur_response,yes
8,Hungary,No,NA,Yes MLI,NA,NA,LIE,2021,PPT,jur_response,yes
9,Iceland,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
10,Jersey,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
11,Lithuania,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
12,Luxembourg,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
13,Malta,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
14,Monaco,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
15,Netherlands,Yes other,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
16,San Marino,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
17,Singapore,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
18,Switzerland,No,NA,Yes other,NA,NA,LIE,2021,PPT,jur_response,yes
19,United Arab Emirates,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
20,United Kingdom,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
21,Uruguay,Yes MLI,NA,,NA,NA,LIE,2021,PPT,jur_response,yes
1,Armenia,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
2,Austria,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
3,Azerbaijan*,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,no
4,Belarus,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,yes
5,Belgium,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
6,Bulgaria,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
7,Canada,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
8,China (People's Republic of),No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
9,Croatia,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
10,Cyprus*,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,no
11,Czech Republic,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
12,Denmark,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
13,Estonia,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
14,Finland,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
15,France,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
16,Georgia,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
17,Germany,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,yes
18,Greece,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
19,Hungary,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
20,Iceland,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
21,India,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
22,Ireland,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
23,Israel,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
24,Italy,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
25,Japan,Yes other,NA,,NA,NA,LTU,2021,PPT+LOB,jur_response,yes
26,Kazakhstan,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
27,Korea,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
28,Kuwait*,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,no
29,Kyrgyzstan*,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,no
30,Latvia,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
31,Liechtenstein,Yes other,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
32,Luxembourg,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
33,Malta,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
34,Mexico,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
35,Moldova*,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,no
36,Netherlands,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
37,North Macedonia,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
38,Norway,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
39,Poland,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
40,Portugal,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
41,Romania,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
42,Russian Federation,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
43,Serbia,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
44,Singapore,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
45,Slovak Republic,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
46,Slovenia,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
47,Spain,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
48,Sweden,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
49,Switzerland,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
50,Turkey,No,NA,Yes MLI,NA,NA,LTU,2021,PPT,jur_response,yes
51,Turkmenistan*,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,no
52,Ukraine,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
53,United Arab Emirates,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
54,United Kingdom,Yes MLI,NA,,NA,NA,LTU,2021,PPT,jur_response,yes
55,United States,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,yes
56,Uzbekistan*,No,NA,No,NA,NA,LTU,2021,PPT,jur_response,no
1,Andorra,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
2,Armenia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
3,Austria,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
4,Azerbaijan*,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,no
5,Bahrain,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
6,Barbados,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
7,Belgium,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
8,Brazil,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
9,Brunei Darussalam,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
10,Bulgaria,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
11,Canada,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
12,China (People's Republic of),No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
13,Chinese Taipei*,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,no
14,Croatia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
15,Cyprus*,Yes other,NA,,NA,NA,LUX,2021,PPT,jur_response,no
16,Czech Republic,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
17,Denmark,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
18,Estonia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
19,Finland,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
20,France,Yes other,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
21,Georgia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
22,Germany,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
23,Greece,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
24,Guernsey,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
25,Hong Kong (China),No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
26,Hungary,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
27,Iceland,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
28,India,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
29,Indonesia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
30,Ireland,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
31,Isle of Man,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
32,Israel,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
33,Italy,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
34,Japan,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
35,Jersey,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
36,Kazakhstan,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
37,Korea,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
38,Kosovo*,Yes other,NA,,NA,NA,LUX,2021,PPT,jur_response,no
39 ,Lao People’s Democratic Republic*,No ,NA,No ,NA,NA,LUX,2021,PPT ,jur_response,no
40,Latvia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
41,Liechtenstein,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
42,Lithuania,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
43,Malaysia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
44,Malta,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
45,Mauritius,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
46,Mexico,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
47,Moldova*,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,no
48,Monaco,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
49,Morocco,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
50,Netherlands,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
51,North Macedonia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
52,Norway,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
53,Panama,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
54,Poland,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
55,Portugal,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
56,Qatar,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
57,Romania,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
58,Russian Federation,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
59,San Marino,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
60,Saudi Arabia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
61,Senegal,Yes other,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
62,Serbia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
63,Seychelles,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
64,Singapore,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
65,Slovak Republic,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
66,Slovenia,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
67,South Africa,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
68,Spain,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
69,Sri Lanka,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
70,Sweden,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
71,Switzerland,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
72,Tajikistan*,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,no
73,Thailand,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
74,Trinidad and Tobago,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
75,Tunisia,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
76,Turkey,No,NA,Yes MLI,NA,NA,LUX,2021,PPT,jur_response,yes
77,Ukraine,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
78,United Arab Emirates,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
79,United Kingdom,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
80,United States,No,NA,No D,NA,NA,LUX,2021,-LOB,jur_response,yes
81,Uruguay,Yes MLI,NA,,NA,NA,LUX,2021,PPT,jur_response,yes
82,Uzbekistan*,Yes other,NA,,NA,NA,LUX,2021,PPT,jur_response,no
83,Viet Nam,No,NA,No,NA,NA,LUX,2021,PPT,jur_response,yes
1 ,Cabo Verde ,No ,NA,No Macao has already sent proposal for amending Protocol,NA,NA,MAC,2021, ,jur_response,yes
2 ,Mozambique* ,No ,NA,No Macao already held the first round of negotiations for amending Protocol,NA,NA,MAC,2021, ,jur_response,no
3  ,Portugal  ,No  ,NA,No Macao sent an invitation to start conversations as to amend the existing DTA through an amending Protocol,NA,NA,MAC,2021,  ,jur_response,yes
4  ,Viet Nam  ,No  ,NA,No Macao sent an invitation to start conversations as to amend the existing DTA through an amending Protocol,NA,NA,MAC,2021,  ,jur_response,yes
1,Albania,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
2,Australia,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
3,Austria,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
4,Bahrain,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
5,Bangladesh*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
6,Belgium,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
7,Bosnia-Herzegovina,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
8,Brunei Darussalam,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
9,Cambodia*,Yes other,NA,,NA,NA,MYS,2021,PPT,jur_response,no
10,Canada,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
11,Chile,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
12,China (People’s Republic of),No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
13,Croatia,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
14,Czech Republic,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
15,Denmark,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
16,Egypt,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
17,Fiji*,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,no
18,Finland,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
19,France,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
20,Germany,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
21,Hong Kong (China),No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
22,Hungary,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
23,India,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
24,Indonesia,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
25,Iran*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
26,Ireland,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
27,Italy,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
28,Japan,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
29,Jordan,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
30,Kazakhstan,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
31,Korea,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
32,Kuwait*,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,no
33,Kyrgyzstan*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
34 ,Lao People’s Democratic Republic*,No ,NA,No ,NA,NA,MYS,2021,PPT ,jur_response,no
35,Lebanon*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
36,Luxembourg,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
37,Malta,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
38,Mauritius,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
39,Mongolia,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
40,Morocco,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
41,Myanmar*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
42,Namibia,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
43,Netherlands,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
44,New Zealand,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
45,Norway,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
46,Pakistan,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
47,Papua New Guinea,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
48,Philippines*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
49,Poland,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
50,Qatar,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
51,Romania,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
52,Russian Federation,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
53,San Marino,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
54,Saudi Arabia,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
55,Seychelles,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
56,Singapore,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
57,Slovak Republic,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
58,South Africa,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
59,Spain,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
60,Sri Lanka,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
61,Sudan*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
62,Sweden,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
63,Switzerland,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
64,Syrian Arab Republic*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
65,Thailand,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
66,Turkey,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
67,Turkmenistan*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
68,United Arab Emirates,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
69,United Kingdom,No,NA,Yes MLI,NA,NA,MYS,2021,PPT,jur_response,yes
70,Uzbekistan*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
71,Venezuela*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
72,Viet Nam,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,yes
73,Zimbabwe*,No,NA,No,NA,NA,MYS,2021,PPT,jur_response,no
1,United Arab Emirates,No,NA,No,NA,NA,MDV,2021,N/A,other_agreement,yes
1,Albania,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
2,Andorra,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
3,Australia,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
4,Austria,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
5,Azerbaijan*,No,NA,No,NA,NA,MLT,2021,,jur_response,no
6,Bahrain,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
7,Barbados,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
8,Belgium,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
9,Botswana,No,NA,No,NA,NA,MLT,2021,,jur_response,yes
10,Bulgaria,No,NA,No,NA,NA,MLT,2021,,jur_response,yes
11,Canada,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
12,China (People’s Republic of),No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
13,Croatia,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
14,Czech Republic,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
15,Cyprus*,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,no
16,Denmark,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
17,Egypt,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
18,Estonia,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
19,Finland,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
20,France,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
21,Georgia,No,NA,No,NA,NA,MLT,2021,PPT,jur_response,yes
22,Germany,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
23,Greece,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
24,Guernsey,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
25,Hong Kong (China),No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
26,Hungary,No,NA,Yes MLI,NA,NA,MLT,2021,PPT,jur_response,yes
27,Iceland,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
28,India,Yes MLI,NA,,NA,NA,MLT,2021,PPT,jur_response,yes
