TREATYID,REFERENCE,C1LONG,C2LONG,TYPE,SIGNED,EFFECTIVE,STATUS,C1CODE,C1INCOME,C1REGION,C2CODE,C2INCOME,C2REGION,SOURCE,WHTRATES,PE,OTHER,UN,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,11ii,12i,12ia,12ib,12iv,13i,13ii,14i,16i,21i,25i,27i,29i,paircode,Termination,superseded,ended
9357,NA,Bosnia and Herzegovina,Azerbaijan,Original,2012,2014,In Force,BIH,Upper middle income,Europe & Central Asia,AZE,Upper middle income,Europe & Central Asia,0.49,0.38,0.84,0.25,0.53,6,YES,6,NO,NO,YES,YES,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA,BIH - AZE,NA,NA,NA
9358,NA,Mexico,Estonia,Original,2012,2014,In Force,MEX,High income,Europe & Central Asia,EST,Upper middle income,Latin America & Caribbean,0.4,0.22,0.34,0.63,0.47,6,YES,6,YES,YES,NO,NO,NO,YES,NO,NO,0,NA,0,10,4.9,10,10,10,0,YES,YES,YES,NO,YES,NO,YES,NA,MEX - EST,NA,NA,NA
9359,NA,Tajikistan,Finland,Original,2012,2014,In Force,TJK,High income,Europe & Central Asia,FIN,Low income,Europe & Central Asia,0.15,0.25,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,0,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,PPT,TJK - FIN,NA,NA,NA
9361,NA,Ukraine,Cyprus,Original,2012,2014,Superseded,UKR,High income,Europe & Central Asia,CYP,Lower middle income,Europe & Central Asia,0.2,0.28,0.31,0,0.12,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,20,15,2,2,10,10,10,0,NO,NO,NO,NO,NO,NO,NO,NA,UKR - CYP,NA,2018,2018
9367,NA,Portugal,Peru,Original,2012,2015,In Force,PRT,Upper middle income,Latin America & Caribbean,PER,High income,Europe & Central Asia,0.53,0.5,0.59,0.5,0.53,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,10,10,15,15,10,15,15,15,0,YES,YES,YES,NO,YES,NO,NO,PPT,PRT - PER,NA,NA,NA
9368,NA,United Arab Emirates,Mexico,Original,2012,2015,In Force,ARE,Upper middle income,Latin America & Caribbean,MEX,High income,Middle East & North Africa,0.44,0.22,0.59,0.5,0.53,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,0,NA,0,10,4.9,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,PARTIAL,ARE - MEX,NA,NA,NA
9372,NA,"Korea, Dem. People's Rep.",Ethiopia,Original,2012,NA,Not In Force,PRK,Low income,Sub-Saharan Africa,ETH,Low income,East Asia & Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRK - ETH,NA,NA,NA
9373,NA,Slovenia,Georgia,Original,2012,2014,Superseded,SVN,Upper middle income,Europe & Central Asia,GEO,High income,Europe & Central Asia,0.18,0.19,0.22,0.13,0.18,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,NA,5,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA,SVN - GEO,NA,2018,2018
9375,NA,Kyrgyz Republic,"Korea, Rep.",Original,2012,2014,In Force,KGZ,High income,East Asia & Pacific,KOR,Lower middle income,Europe & Central Asia,0.25,0.32,0.19,0.25,0.18,12,NO,12,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,10,10,10,10,5,0,YES,NO,YES,NO,NO,NO,NO,PPT,KGZ - KOR,NA,NA,NA
9377,NA,Mexico,Malta,Original,2012,2015,In Force,MEX,High income,Middle East & North Africa,MLT,Upper middle income,Latin America & Caribbean,0.4,0.22,0.47,0.5,0.47,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,0,NA,0,10,5,10,10,10,0,YES,YES,YES,NO,YES,NO,YES,NA,MEX - MLT,NA,NA,NA
9378,NA,Mauritius,"Egypt, Arab Rep.",Original,2012,2015,Superseded,MUS,Lower middle income,Middle East & North Africa,EGY,Upper middle income,Sub-Saharan Africa,0.65,0.37,0.97,0.63,0.76,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,25,10,10,10,12,12,12,0,YES,NO,YES,NO,YES,NO,NO,NA,MUS - EGY,NA,2020,2020
9379,NA,Portugal,Georgia,Original,2012,2016,Superseded,PRT,Upper middle income,Europe & Central Asia,GEO,High income,Europe & Central Asia,0.2,0.28,0.08,0.25,0.15,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,10,10,5,5,5,0,YES,NO,YES,NO,NO,NO,YES,PPT,PRT - GEO,NA,2019,2019
9382,NA,Georgia,Croatia,Original,2013,2014,Superseded,GEO,High income,Europe & Central Asia,HRV,Upper middle income,Europe & Central Asia,0.13,0.19,0.08,0.13,0.09,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA,GEO - HRV,NA,2020,2020
9383,NA,Ecuador,China,Original,2013,2015,In Force,ECU,Upper middle income,East Asia & Pacific,CHN,Upper middle income,Latin America & Caribbean,0.27,0.25,0.31,0.25,0.24,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,NA,5,10,0,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,LOB,ECU - CHN,NA,NA,NA
9388,NA,Uzbekistan,Slovenia,Original,2013,2014,In Force,UZB,High income,Europe & Central Asia,SVN,Lower middle income,Europe & Central Asia,0.39,0.33,0.59,0.25,0.41,6,YES,6,YES,YES,NO,YES,YES,NO,NO,NO,8,NA,8,8,8,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA,UZB - SVN,NA,NA,NA
9393,NA,Romania,India,Original,2013,2014,In Force,ROU,Lower middle income,South Asia,IND,Upper middle income,Europe & Central Asia,0.53,0.5,0.84,0.25,0.59,6,YES,6,NO,NO,YES,NO,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,LOB,ROU - IND,NA,NA,NA
9394,NA,Spain,Argentina,Original,2013,2013,In Force,ESP,Upper middle income,Latin America & Caribbean,ARG,High income,Europe & Central Asia,0.72,0.58,0.97,0.63,0.82,6,YES,6,NO,NO,YES,YES,YES,YES,NO,NO,10,25,15,12,12,10,15,10,10,YES,YES,YES,NO,YES,NO,NO,PARTIAL,ESP - ARG,NA,NA,NA
9395,NA,Montenegro,Azerbaijan,Original,2013,2014,In Force,MNE,Upper middle income,Europe & Central Asia,AZE,Upper middle income,Europe & Central Asia,0.52,0.38,0.94,0.25,0.53,12,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,NO,NA,MNE - AZE,NA,NA,NA
9399,NA,Indonesia,Belarus,Original,2013,2019,In Force,IDN,Upper middle income,Europe & Central Asia,BLR,Lower middle income,East Asia & Pacific,0.36,0.38,0.47,0.25,0.35,6,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,IDN - BLR,NA,NA,NA
9401,NA,Seychelles,Isle of Man,Original,2013,2014,In Force,SYC,High income,Europe & Central Asia,IMN,High income,Sub-Saharan Africa,0.1,0.13,0.06,0.13,0.12,12,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,0,NA,0,0,0,5,5,5,5,NO,NO,NO,NO,NO,NO,NO,NA,SYC - IMN,NA,NA,NA
9402,NA,United Kingdom,Albania,Original,2013,2014,Superseded,GBR,Upper middle income,Europe & Central Asia,ALB,High income,Europe & Central Asia,0.12,0.13,0.09,0.13,0.12,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,6,0,0,0,0,0,YES,NO,NO,NO,NO,YES,YES,NA,GBR - ALB,NA,2020,2020
9404,NA,United Arab Emirates,Libya,Original,2013,NA,Not In Force,ARE,Upper middle income,Middle East & North Africa,LBY,High income,Middle East & North Africa,0.22,0.19,0.23,0.25,0.24,3,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,0,NA,0,5,5,10,10,10,0,NO,NO,YES,NO,YES,NO,NO,NA,ARE - LBY,NA,NA,NA
9406,NA,Malta,India,Original,2013,2015,Superseded,MLT,Lower middle income,South Asia,IND,High income,Middle East & North Africa,0.61,0.5,0.97,0.38,0.71,6,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,NO,PPT,MLT - IND,NA,2018,2018
9408,NA,Qatar,Ethiopia,Original,2013,NA,Not In Force,QAT,Low income,Sub-Saharan Africa,ETH,High income,Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QAT - ETH,NA,NA,NA
9409,NA,Monaco,Mauritius,Original,2013,2014,Superseded,MCO,Upper middle income,Sub-Saharan Africa,MUS,High income,Europe & Central Asia,0.15,0,0.31,0.13,0.18,12,YES,12,YES,YES,NO,NO,NO,NO,YES,NO,0,NA,0,0,0,0,0,0,0,NO,NO,NO,NO,NO,NO,NO,NA,MCO - MUS,NA,2019,2019
9412,NA,North Macedonia,Azerbaijan,Original,2013,2014,In Force,MKD,Upper middle income,Europe & Central Asia,AZE,Upper middle income,Europe & Central Asia,0.33,0.3,0.44,0.25,0.29,12,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,8,NA,8,8,8,8,8,8,0,YES,NO,YES,NO,NO,NO,NO,NA,MKD - AZE,NA,NA,NA
9413,NA,Ukraine,Ireland,Original,2013,2016,Superseded,UKR,High income,Europe & Central Asia,IRL,Lower middle income,Europe & Central Asia,0.29,0.3,0.19,0.38,0.24,12,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,5,25,15,10,5,5,10,5,0,YES,YES,YES,NO,NO,NO,NO,NA,UKR - IRL,NA,2018,2018
9414,NA,Morocco,Lithuania,Original,2013,NA,Not In Force,MAR,High income,Europe & Central Asia,LTU,Lower middle income,Middle East & North Africa,0.35,0.34,0.34,0.38,0.35,6,NO,3,YES,YES,NO,NO,YES,YES,NO,NO,5,10,10,10,10,10,10,10,0,YES,NO,YES,NO,NO,NO,YES,NA,MAR - LTU,NA,NA,NA
9421,NA,South Africa,Mauritius,Original,2013,2016,In Force,ZAF,Upper middle income,Sub-Saharan Africa,MUS,Upper middle income,Sub-Saharan Africa,0.36,0.28,0.31,0.5,0.35,12,YES,6,YES,YES,NO,NO,NO,NO,YES,NO,5,10,10,10,10,5,5,5,0,YES,NO,YES,NO,YES,NO,YES,NA,ZAF - MUS,NA,NA,NA
9422,NA,Thailand,Tajikistan,Original,2013,2014,In Force,THA,Low income,Europe & Central Asia,TJK,Upper middle income,East Asia & Pacific,0.46,0.29,0.72,0.38,0.53,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,NA,10,10,0,10,5,10,0,YES,NO,YES,NO,NO,NO,NO,NA,THA - TJK,NA,NA,NA
9424,NA,Netherlands,China,Original,2013,2015,In Force,NLD,Upper middle income,East Asia & Pacific,CHN,High income,Europe & Central Asia,0.42,0.33,0.44,0.5,0.41,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,YES,NO,YES,NA,NLD - CHN,NA,NA,NA
9425,NA,Serbia,Morocco,Original,2013,NA,Not In Force,SRB,Lower middle income,Middle East & North Africa,MAR,Upper middle income,Europe & Central Asia,0.7,0.5,0.97,0.63,0.82,6,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,10,YES,NO,YES,YES,YES,NO,NO,NA,SRB - MAR,NA,NA,NA
9426,NA,Sudan,West Bank and Gaza,Original,2013,NA,Not In Force,SDN,Lower middle income,Middle East & North Africa,PSE,Lower middle income,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SDN - PSE,NA,NA,NA
9428,NA,Turkmenistan,Lithuania,Original,2013,2015,In Force,TKM,High income,Europe & Central Asia,LTU,Upper middle income,Europe & Central Asia,0.3,0.34,0.44,0.13,0.24,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,TKM - LTU,NA,NA,NA
9430,NA,Tajikistan,Kuwait,Original,2013,NA,Not In Force,TJK,High income,Middle East & North Africa,KWT,Low income,Europe & Central Asia,0.29,0.41,0.47,0,0.24,6,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,20,NO LIMIT,10,10,10,10,10,0,NO,NO,NO,NO,NO,NO,NO,NA,TJK - KWT,NA,NA,NA
9432,NA,Slovenia,Kosovo,Original,2013,2015,In Force,SVN,Upper middle income,Europe & Central Asia,UNK,High income,Europe & Central Asia,0.18,0.22,0.19,0.13,0.12,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,10,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,NA,SVN - UNK,NA,NA,NA
9433,NA,Singapore,Ecuador,Original,2013,2016,In Force,SGP,Upper middle income,Latin America & Caribbean,ECU,High income,East Asia & Pacific,0.36,0.25,0.45,0.38,0.38,9,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,5,NA,5,10,0,10,10,10,0,YES,NO,YES,NO,YES,NO,NO,PPT,SGP - ECU,NA,NA,NA
9436,NA,Lao PDR,Belarus,Original,2013,2015,In Force,LAO,Upper middle income,Europe & Central Asia,BLR,Lower middle income,East Asia & Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAO - BLR,NA,NA,NA
9437,NA,India,Albania,Original,2013,2014,Superseded,IND,Upper middle income,Europe & Central Asia,ALB,Lower middle income,South Asia,0.61,0.5,0.97,0.38,0.71,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,LOB,IND - ALB,NA,2020,2020
9439,NA,Uzbekistan,Spain,Original,2013,2015,In Force,UZB,High income,Europe & Central Asia,ESP,Lower middle income,Europe & Central Asia,0.18,0.22,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,5,5,5,5,5,0,YES,NO,NO,NO,NO,NO,NO,PARTIAL,UZB - ESP,NA,NA,NA
9441,NA,Mauritius,Gabon,Original,2013,NA,Not In Force,MUS,Upper middle income,Sub-Saharan Africa,GAB,Upper middle income,Sub-Saharan Africa,0.36,0.25,0.59,0.25,0.41,6,YES,6,NO,NO,NO,NO,NO,NO,YES,NO,5,NA,5,5,5,10,10,10,0,NO,NO,NO,NO,YES,YES,YES,NA,MUS - GAB,NA,NA,NA
9442,NA,Turkmenistan,Moldova,Original,2013,2014,In Force,TKM,Lower middle income,Europe & Central Asia,MDA,Upper middle income,Europe & Central Asia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TKM - MDA,NA,NA,NA
9445,NA,Tajikistan,"Korea, Rep.",Original,2013,2017,In Force,TJK,High income,East Asia & Pacific,KOR,Low income,Europe & Central Asia,0.21,0.32,0.19,0.13,0.12,12,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,8,8,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,PPT,TJK - KOR,NA,NA,NA
9447,NA,Ukraine,Malta,Original,2013,2018,Superseded,UKR,High income,Middle East & North Africa,MLT,Lower middle income,Europe & Central Asia,0.36,0.38,0.45,0.25,0.32,9,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,5,20,15,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,PPT,UKR - MLT,NA,2018,2018
9448,NA,Nigeria,Kenya,Original,2013,NA,Not In Force,NGA,Lower middle income,Sub-Saharan Africa,KEN,Lower middle income,Sub-Saharan Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NGA - KEN,NA,NA,NA
9450,NA,Latvia,India,Original,2013,2014,Superseded,LVA,Lower middle income,South Asia,IND,High income,Europe & Central Asia,0.53,0.5,0.58,0.5,0.56,9,YES,6,YES,YES,YES,NO,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PPT,LVA - IND,NA,2019,2019
9451,NA,North Macedonia,Bosnia and Herzegovina,Original,2013,2015,In Force,MKD,Upper middle income,Europe & Central Asia,BIH,Upper middle income,Europe & Central Asia,0.23,0.38,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,10,10,10,10,10,0,NO,NO,YES,NO,NO,NO,NO,NA,MKD - BIH,NA,NA,NA
9452,NA,Switzerland,China,Original,2013,2015,In Force,CHE,Upper middle income,East Asia & Pacific,CHN,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,9,9,9,0,YES,YES,YES,NO,NO,NO,NO,NA,CHE - CHN,NA,NA,NA
9453,NA,Morocco,Estonia,Original,2013,NA,Not In Force,MAR,High income,Europe & Central Asia,EST,Lower middle income,Middle East & North Africa,0.65,0.48,0.84,0.63,0.76,6,YES,3,NO,NO,YES,NO,YES,YES,YES,NO,6,25,10,10,10,10,10,10,10,YES,NO,YES,YES,NO,NO,YES,NA,MAR - EST,NA,NA,NA
9455,NA,Kosovo,Hungary,Original,2013,2015,In Force,UNK,High income,Europe & Central Asia,HUN,Upper middle income,Europe & Central Asia,0.07,0.03,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,25,5,0,0,0,0,0,0,YES,NO,NO,NO,NO,NO,NO,PPT,UNK - HUN,NA,NA,NA
9460,NA,Thailand,Ireland,Original,2013,2016,In Force,THA,High income,Europe & Central Asia,IRL,Upper middle income,East Asia & Pacific,0.46,0.41,0.47,0.5,0.47,6,YES,6,YES,YES,NO,NO,YES,NO,NO,YES,10,NA,10,15,10,15,5,10,0,YES,NO,YES,NO,YES,NO,NO,NA,THA - IRL,NA,NA,NA
9461,NA,Sweden,Georgia,Original,2013,2015,Superseded,SWE,Upper middle income,Europe & Central Asia,GEO,High income,Europe & Central Asia,0.13,0.06,0.19,0.13,0.12,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,0,10,10,0,0,0,0,0,0,YES,NO,NO,NO,NO,NO,NO,OTHER,SWE - GEO,NA,2018,2018
9462,NA,Vietnam,West Bank and Gaza,Original,2013,2015,In Force,VNM,Lower middle income,Middle East & North Africa,PSE,Lower middle income,East Asia & Pacific,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VNM - PSE,NA,NA,NA
9463,NA,France,China,Original,2013,2015,In Force,FRA,Upper middle income,East Asia & Pacific,CHN,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,YES,PPT,FRA - CHN,NA,NA,NA
9464,NA,Kosovo,Czech Republic,Original,2013,NA,Not In Force,UNK,High income,Europe & Central Asia,CZE,Upper middle income,Europe & Central Asia,0.19,0.25,0.31,0,0.12,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,15,NA,NA,10,10,10,0,NO,NO,NO,NO,NO,NO,NO,OTHER,UNK - CZE,NA,NA,NA
9466,NA,Netherlands,Curaçao,Original,2013,2016,In Force,NLD,High income,Latin America & Caribbean,CUW,High income,Europe & Central Asia,0.1,0.09,0.22,0,0.12,6,NO,6,YES,YES,NO,NO,NO,NO,NO,NO,0,10,15,0,0,0,0,0,0,NO,NO,NO,NO,NO,YES,YES,NA,NLD - CUW,NA,NA,NA
9469,NA,North Macedonia,India,Original,2013,2015,In Force,MKD,Lower middle income,South Asia,IND,Upper middle income,Europe & Central Asia,0.65,0.5,0.95,0.5,0.74,9,YES,3,NO,NO,YES,YES,YES,NO,YES,NO,10,NA,10,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PPT,MKD - IND,NA,NA,NA
9470,NA,Turkey,Mexico,Original,2013,2016,In Force,TUR,Upper middle income,Latin America & Caribbean,MEX,Upper middle income,Europe & Central Asia,0.58,0.41,0.59,0.75,0.65,6,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,5,25,15,15,10,10,10,10,0,YES,YES,YES,NO,YES,NO,YES,NA,TUR - MEX,NA,NA,NA
9471,NA,Saudi Arabia,Algeria,Original,2013,2017,In Force,SAU,Upper middle income,Middle East & North Africa,DZA,High income,Middle East & North Africa,0.39,0.09,0.72,0.38,0.53,6,YES,6,NO,NO,YES,NO,NO,NO,YES,NO,0,NA,0,0,0,7,7,7,0,YES,YES,YES,NO,NO,NO,NO,NA,SAU - DZA,NA,NA,NA
9472,NA,Qatar,Morocco,Original,2013,NA,Not In Force,QAT,Lower middle income,Middle East & North Africa,MAR,High income,Middle East & North Africa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QAT - MAR,NA,NA,NA
9476,NA,India,Fiji,Original,2014,2015,In Force,IND,Upper middle income,East Asia & Pacific,FJI,Lower middle income,South Asia,0.64,0.44,0.97,0.5,0.76,6,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,5,NA,5,10,10,10,10,10,10,YES,YES,YES,NO,YES,NO,YES,PPT,IND - FJI,NA,NA,NA
9477,NA,India,Croatia,Original,2014,2016,Superseded,IND,High income,Europe & Central Asia,HRV,Lower middle income,South Asia,0.48,0.5,0.56,0.38,0.47,12,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,5,10,15,10,10,10,10,10,10,YES,YES,YES,NO,NO,NO,YES,PARTIAL,IND - HRV,NA,2020,2020
9481,NA,Serbia,Armenia,Original,2014,2017,In Force,SRB,Upper middle income,Europe & Central Asia,ARM,Upper middle income,Europe & Central Asia,0.41,0.3,0.44,0.5,0.41,12,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,8,NA,8,8,8,8,8,8,0,YES,NO,YES,NO,YES,NO,NO,NA,SRB - ARM,NA,NA,NA
9482,NA,United Arab Emirates,Albania,Original,2014,2014,Superseded,ARE,Upper middle income,Europe & Central Asia,ALB,High income,Middle East & North Africa,0.38,0.16,0.72,0.25,0.47,6,YES,9,YES,YES,YES,YES,YES,NO,NO,NO,5,10,10,0,0,5,5,5,0,YES,NO,YES,NO,NO,NO,NO,NA,ARE - ALB,NA,2020,2020
9483,NA,Switzerland,Argentina,Original,2014,2015,Superseded,CHE,Upper middle income,Latin America & Caribbean,ARG,High income,Europe & Central Asia,0.66,0.58,0.84,0.57,0.75,6,YES,6,NO,NO,NO,YES,YES,YES,NO,NO,10,25,15,12,12,10,15,10,10,YES,YES,YES,NO,NA,NO,NO,NA,CHE - ARG,NA,2017,2017
9485,NA,Kosovo,Albania,Original,2014,2016,In Force,UNK,Upper middle income,Europe & Central Asia,ALB,Upper middle income,Europe & Central Asia,0.2,0.25,0.22,0.13,0.18,6,NO,3,YES,YES,NO,NO,NO,NO,NO,NO,NA,NA,NA,10,10,10,10,10,0,YES,NO,NO,NO,NO,YES,YES,NA,UNK - ALB,NA,NA,NA
9486,NA,Germany,China,Original,2014,2017,In Force,DEU,Upper middle income,East Asia & Pacific,CHN,High income,Europe & Central Asia,0.38,0.33,0.44,0.38,0.35,12,YES,6,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,10,10,10,10,6,0,YES,YES,YES,NO,NO,NO,YES,PPT,DEU - CHN,NA,NA,NA
9488,NA,Moldova,Malta,Original,2014,2016,In Force,MDA,High income,Middle East & North Africa,MLT,Lower middle income,Europe & Central Asia,0.21,0.19,0.2,0.25,0.21,9,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,NA,5,5,5,5,5,5,0,YES,NO,NO,NO,NO,YES,NO,NA,MDA - MLT,NA,NA,NA
9489,NA,Mexico,Costa Rica,Original,2014,2020,In Force,MEX,Upper middle income,Latin America & Caribbean,CRI,Upper middle income,Latin America & Caribbean,0.57,0.36,0.72,0.63,0.65,6,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,5,20,12,10,10,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,LOB,MEX - CRI,NA,NA,NA
9490,NA,Spain,Azerbaijan,Original,2014,NA,Not In Force,ESP,Upper middle income,Europe & Central Asia,AZE,High income,Europe & Central Asia,0.25,0.32,0.31,0.13,0.18,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,10,8,8,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,OTHER,ESP - AZE,NA,NA,NA
9492,NA,Turkmenistan,Croatia,Original,2014,2016,In Force,TKM,High income,Europe & Central Asia,HRV,Upper middle income,Europe & Central Asia,0.19,0.38,0.06,0.13,0.06,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,NA,10,10,10,10,10,10,0,YES,NO,NO,NO,NO,NO,NO,NA,TKM - HRV,NA,NA,NA
9494,NA,Saudi Arabia,Azerbaijan,Original,2014,2016,In Force,SAU,Upper middle income,Europe & Central Asia,AZE,High income,Middle East & North Africa,0.59,0.3,0.84,0.63,0.71,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,7,NA,7,7,7,10,10,10,0,YES,YES,YES,NO,YES,NO,NO,OTHER,SAU - AZE,NA,NA,NA
9495,NA,Tajikistan,Saudi Arabia,Original,2014,2016,In Force,TJK,High income,Middle East & North Africa,SAU,Low income,Europe & Central Asia,0.38,0.29,0.47,0.38,0.41,6,YES,6,YES,YES,YES,NO,NO,NO,YES,NO,5,25,10,8,8,8,8,8,0,YES,YES,YES,NO,NO,NO,NO,NA,TJK - SAU,NA,NA,NA
9496,NA,"Venezuela, RB",West Bank and Gaza,Original,2014,NA,Not In Force,VEN,Lower middle income,Middle East & North Africa,PSE,Upper middle income,Latin America & Caribbean,0.48,0.47,0.47,0.5,0.53,6,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,10,10,15,5,5,10,10,10,10,YES,YES,YES,NO,NO,NO,NO,NA,VEN - PSE,NA,NA,NA
9497,NA,Tajikistan,Bahrain,Original,2014,2017,In Force,TJK,High income,Middle East & North Africa,BHR,Low income,Europe & Central Asia,0.21,0.3,0.34,0,0.18,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,8,NA,8,8,8,8,8,8,0,NO,NO,NO,NO,NO,NO,NO,NA,TJK - BHR,NA,NA,NA
