iso3c,stage,Part_new,improvement,Recommendation,year,description
SAU,stage-1,[B.8],No MAP guidance is available on what information  taxpayers should include in their MAP request. -,"Saudi Arabia should include in its to be published MAP  guidance information on the manner and form in which  taxpayers should submit their MAP request. In particular,  the following items could be included: •  facts of the case •  analysis of the issue(s) requested to be resolved via  MAP •  whether the MAP request was also submitted to the  competent authority of the other treaty partner •  whether the MAP request was also submitted to  another authority under another instrument that  provides for a mechanism to resolve treaty-related  disputes •  whether the issue(s) involved were dealt with  previously •  a statement confirming that all information and  documentation provided in the MAP request is  accurate and that the taxpayer will assist the  competent authority in its resolution of the issue(s)  presented in the MAP request by furnishing any  other information or documentation required by the  competent authority in a timely manner. •  a statement confirming that all information and  documentation provided in the MAP request is  accurate and that the taxpayer will assist the  competent authority in its resolution of the issue(s)  presented in the MAP request by furnishing any  other information or documentation required by the  competent authority in a timely manner. Recommendations on guidance in relation to audit  settlements and access to MAP are discussed in  element B.10.",2019,guidelines_on_access
SAU,stage-1,[B.9],MAP guidance is not publicly available.,"Saudi Arabia should, once it has issued MAP  guidance, make this guidance publicly available and  easily accessible. Furthermore, Saudi Arabia should  ensure that its MAP profile published on the shared  public platform is updated once it has published MAP  guidance.",2019,publish_MAP_profile
SAU,stage-1,[B.10],"Effects of the administrative dispute settlement process  on MAP are not addressed in the MAP guidance, as  such guidance is not yet available. Treaty partners were not notified of the existence of an  administrative dispute settlement process.",Saudi Arabia should include in its to be published MAP  guidance information on its administrative dispute  settlement process and the effects thereon on the MAP  process. Saudi Arabia should notify all of its treaty partners on  the existence of its administrative dispute settlement  process.,2019,access_audit_settlement_in_guidelines
SAU,stage-1,[C.1],-,Saudi Arabia should maintain its stated intention to    include the required provision in all feature tax treaties.,2019,treaty_provision_resolution
SAU,stage-1,[C.2],"Saudi Arabia did not submit comprehensive MAP statistics on time on the basis of the MAP Statistics Reporting  Framework for the years 2016 and 2017 but did so for the year 2018. Based on the information provided by Saudi  Arabia’s MAP partners, its post-2015 MAP statistics do not match those of its treaty partners as reported by the  latter. In that regard, Saudi Arabia is recommended to submit its comprehensive statistics on time for future years  and to reach out to its treaty partners to ensure that the reported MAP statistics actually match with those reported  by its treaty partners. Saudi Arabia’s MAP statistics show that during the Statistics Reporting Period it closed 11% (one out of nine cases)  of its post-2015 cases in 24.00 months on average. In that regard, Saudi Arabia is recommended to seek to resolve  the remaining 89% of the post-2015 cases pending on 31 December 2018 (eight cases) within a timeframe that  results in an average timeframe of 24 months for all post-2015 cases.",NA,2019,resolution_24_months
SAU,stage-1,[C.3],"While Saudi Arabia closed MAP cases on an average  of 24.00 months (which is the pursued average for  resolving MAP cases received on or after 1 January  2016), its MAP inventory increased significantly since  1 January 2016. Furthermore, most of the peers that  provided input expressed having experienced challenges  and significant delays in resolving MAP cases with Saudi  Arabia due to difficulties in receiving responses from  its competent authority, which might indicate that its  competent authority is not adequately resourced.","Saudi Arabia should closely monitor whether the current  reorganisation of the competent authority function will  ensure that pending and future MAP cases are resolved  in a timely, efficient and effective manner, and that  communications with other competent authorities are  done in a timely manner.",2019,resources_MAP_function
SAU,stage-1,[C.4],-,"As it has done thus far, Saudi Arabia should continue  to ensure that its competent authority has the authority,  and uses that authority in practice, to resolve MAP  cases without being dependent on approval or direction  from the tax administration personnel directly involved  in the adjustment at issue and absent any policy  considerations that Saudi Arabia would like to see  reflected in future amendments to the treaty.",2019,independence_MAP_function
SAU,stage-1,[C.5],-,"Saudi Arabia could, in line with its stated intention,  consider using the examples of performance indicators  mentioned in the final report on Action 14 to evaluate  staff in charge of the MAP process.",2019,performance_indicators
SAU,stage-1,[C.6],-,-,2019,arbitration_position
SAU,stage-1,[D.1],"- As will be discussed under element D.3 not all of  Saudi Arabia’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention. Therefore, there is a risk that for those tax  treaties that do not contain that provision, not all MAP  agreements will be implemented due to the 5/10-year  time limits in its domestic law.","As it has done thus far, Saudi Arabia should continue to  implement all MAP agreements reached if the conditions  for such implementation are fulfilled. To ensure that all  MAP agreements continue to be implemented if the  conditions for such implementation are fulfilled, Saudi  Arabia could introduce a tracking system. When, after a MAP case is initiated, the domestic statute  of limitation may, in the absence of the second sentence  of Article 25(2) of the OECD Model Tax Convention in  an assessed jurisdiction’s relevant tax treaty, prevent  the implementation of a MAP agreement, Saudi Arabia  should put appropriate procedures in place to ensure  that such an agreement is implemented and follow its  stated intention to inform taxpayers in order to mitigate  the risk that an agreement cannot be implemented. In  addition, where during the MAP process the domestic  statute of limitations may expire and may then affect the  possibility to implement a MAP agreement, Saudi Arabia  should for clarity and transparency purposes notify the  treaty partner thereof without delay.",2019,implementing_agreements
SAU,stage-1,[D.2],Not all MAP agreements were implemented on a timely  basis while the conditions for such implementation are  fulfilled.,Saudi Arabia should implement all MAP agreements on  a timely basis if the conditions for such implementation  are fulfilled.,2019,timely_implementation
SAU,stage-1,[D.3],"Four out of 54 tax treaties contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention nor both alternative  provisions provided for in Article 9(1) and Article 7(2).  Out of these four treaties: •  One is expected to be modified by the Multilateral  Instrument to include the required provision upon  entry into force for the treaty concerned. •  Three will not be modified by that instrument to  include the required provision.","Saudi Arabia should as quickly as possible ratify the  Multilateral Instrument to incorporate the equivalent  to Article 25(2), second sentence, of the OECD Model  Tax Convention in the one treaty that currently does not  contain such equivalent and that will be modified by the  Multilateral Instrument upon its entry into force for the  treaty concerned. For the remaining three treaties that will not be modified  by the Multilateral Instrument to include the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention, Saudi Arabia should request the inclusion  of the required provision via bilateral negotiations or  be willing to accept the inclusion of both alternative  provisions. To this end, Saudi Arabia should put a plan in place on  how it envisages updating these three treaties to include  the required provision. In addition, Saudi Arabia should maintain its stated  intention to include the required provision, or be willing to  accept the inclusion of both alternatives provisions, in all  future tax treaties.",2019,implementation_notwithstanding_time_limits
SAU,stage-2,[A.1],-,-,2021,treaty_interpretation_clause
SAU,stage-2,[A.2],-,-,2021,apa_roll_back
SAU,stage-2,[B.1],"Five out of 58 tax treaties do not contain the equivalent  of Article 25(1), second sentence, of the OECD Model  Tax Convention (OECD, 2017), as the timeline to file  a MAP request is shorter than three years from the  first notification of the action resulting in taxation not in  accordance with the provision of the tax treaty. Of these  five treaties: •  Three have been modified by the Multilateral  Instrument to include Article 25(1), second sentence,  of the OECD Model Tax Convention (OECD, 2017). •  One is expected to be modified by the Multilateral  Instrument to include Article 25(1), second sentence,  of the OECD Model Tax Convention (OECD, 2017). •  One will not be modified by the Multilateral Instrument  to include the required provision. With respect to this  treaty, negotiations are envisaged.","For the remaining treaty that will not be modified by  the Multilateral Instrument to include the equivalent of  Article 25(1), second sentence, of the OECD Model Tax  Convention (OECD, 2017), Saudi Arabia should continue  (the initiation of) negotiations with the treaty partner with  a view to including the required provision.",2021,domestic_remedies_three_years
SAU,stage-2,[B.2],-,-,2021,request_either_ca
SAU,stage-2,[B.3],-,-,2021,access_tp
SAU,stage-2,[B.4],-,-,2021,access_anti_abuse
SAU,stage-2,[B.5],-,-,2021,access_audit_settlement
SAU,stage-2,[B.6],-,-,2021,access_information
SAU,stage-2,[B.7],-,-,2021,double_taxation_other_than_treaty
SAU,stage-2,[B.8],-,-,2021,guidelines_on_access
SAU,stage-2,[B.9],-,-,2021,publish_MAP_profile
SAU,stage-2,[B.10],-,-,2021,access_audit_settlement_in_guidelines
SAU,stage-2,[C.1],-,-,2021,treaty_provision_resolution
SAU,stage-2,[C.2],-,-,2021,resolution_24_months
SAU,stage-2,[C.3],"While Saudi Arabia closed MAP cases on an average  of 22.91 months (which is within the pursued average  for resolving MAP cases received on or after 1 January  2016), its MAP inventory increased since 1 January  2016 and not many cases have been resolved during  this period. Furthermore, peer input indicates that peers  experienced some difficulties in obtaining position  papers on time for long-pending cases. Therefore, there  is a risk that pending post-2015 cases will in the future  not be resolved within the pursued average of 24 months  and this might indicate that resources are not adequately  made available for Saudi Arabia’s competent authority.","Saudi Arabia should ensure that resources are made  available for the competent authority function in a way  that allows an adequate use of such resources for  the resolution of MAP cases in a timely, efficient and  effective manner. Such adequate resources would  enable Saudi Arabia’s competent authority to issue  position papers and to respond to position papers issued  by peers in respect of long-pending cases in due time  and to be able to cope with the increase in the number  of MAP cases.",2021,resources_MAP_function
SAU,stage-2,[C.4],-,-,2021,independence_MAP_function
SAU,stage-2,[C.5],-,-,2021,performance_indicators
SAU,stage-2,[C.6],-,-,2021,arbitration_position
SAU,stage-2,[D.1],"As will be discussed under element D.3 not all of  Saudi Arabia’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2017). Therefore, there is a risk that  for those tax treaties that do not contain that provision,  not all MAP agreements will be implemented due to the  5/10-year time limits in its domestic law.","When, after a MAP case is initiated, the domestic  statute of limitation may, in the absence of the second  sentence of Article 25(2) of the OECD Model Tax  Convention (OECD, 2017) in an assessed jurisdiction’s  relevant tax treaty, prevent the implementation of a  MAP agreement, Saudi Arabia should put appropriate  procedures in place to ensure that such an agreement  is implemented and follow its stated intention to inform  taxpayers in order to mitigate the risk that an agreement  cannot be implemented. In addition, where during the  MAP process the domestic statute of limitations may  expire and may then affect the possibility to implement  a MAP agreement, Saudi Arabia should for clarity and  transparency purposes notify the treaty partner thereof  without delay.",2021,implementing_agreements
SAU,stage-2,[D.2],-,-,2021,timely_implementation
SAU,stage-2,[D.3],-,-,2021,implementation_notwithstanding_time_limits
SRB,stage-1,[A.1],-,Serbia should maintain its stated intention to include the    required provision in all future tax treaties.,2020,treaty_interpretation_clause
SRB,stage-1,[A.2],-,-,2020,apa_roll_back
SRB,stage-1,[B.1],"One out of 61 tax treaties does not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention as it read prior to or as  amended by the Action 14 final report, and provides that  the timeline to file a MAP request is shorter than three  years from the first notification of the action resulting in  taxation not in accordance with the provision of the tax  treaty. This treaty will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  first sentence, of the OECD Model Tax Convention as  amended by the Action 14 final report, but will add a  three year filing period for MAP request. Two out of 61 tax treaties do not contain the equivalent  to Article 25(1), first sentence, of the OECD Model Tax  Convention. These treaties will not be modified by the  Multilateral Instrument to include the required provision. One out of 61 tax treaties does not contain the  equivalent of Article 25(1), second sentence, of the  OECD Model Tax Convention, as the timeline to file  a MAP request is shorter than three years from the  first notification of the action resulting in taxation not  in accordance with the provision of the tax treaty. This  treaty will not be modified by the Multilateral Instrument  to include the required provision. -","As the treaty that will not be modified by the Multilateral  Instrument to include the equivalent to Article 25(1),  first sentence, of the OECD Model Tax Convention, is  the treaty of the former Socialist Federal Republic of  Yugoslavia that Serbia continues to apply to Italy, Serbia  should ensure that, once it enters into negotiations with  the jurisdiction for which it applies that treaty, it includes  the required provision. This concerns a provision  equivalent to Article 25(1) of the OECD Model Tax  Convention either a. as amended in the Action 14 final report; or b. as it read prior to the adoption of Action 14 final  report, thereby including the full sentence of such  provision. As the treaties that will not be modified by the  Multilateral Instrument to include the equivalent to  Article 25(1), first sentence, of the OECD Model Tax  Convention, are the treaty of the former Socialist Federal  Republic of Yugoslavia that Serbia continues to apply to  France and Sweden, Serbia should ensure that, once it  enters into negotiations with the jurisdictions for which it  applies those treaties, it includes the required provision.  This concerns a provision equivalent to Article 25(1) of  the OECD Model Tax Convention either a. as amended in the Action 14 final report; or b. as it read prior to the adoption of Action 14 final  report, thereby including the full sentence of such  provision. As the treaty that does not include the equivalent to  Article 25(1), second sentence, of the OECD Model  Tax Convention will not be modified by the Multilateral  Instrument to include the required provision, Serbia  should request the inclusion of the required provision via  bilateral negotiations. In addition, Serbia should maintain its stated intention to  include Article 25(1) of the OECD Model Tax Convention  as it read prior to the adoption of the Action 14 final  report in all future tax treaties.",2020,domestic_remedies_three_years
SRB,stage-1,[B.1],"Where tax treaties do not include a time limit for  submission of a MAP request, applicable rules under  domestic legislation may lead to a filing period of less  than three years as from the first notification of the  action resulting in taxation not in accordance with the  provisions of a tax treaty.","Serbia should ensure that where its domestic time limits  apply for filing of MAP requests, in the absence of a  provision hereon in its tax treaties, such time limits do  not prevent taxpayers from having access to MAP if a  request thereto is made within a period of three years  as from the first notification of the action resulting in  taxation not in accordance with the provisions of a tax  treaty.",2020,domestic_remedies_three_years
SRB,stage-1,[B.2],"All 61 tax treaties do not contain a provision equivalent  to Article 25(1) of the OECD Model Tax Convention as  changed by the Action 14 final report, allowing taxpayers  to submit a MAP request to the competent authority of  either treaty partner. For these treaties no documented  bilateral consultation or notification process is in place,  which allows the other competent authority concerned  to provide its views on the case when the taxpayer’s  objection raised in the MAP request is considered not to  be justified.","Serbia should without further delay introduce a  documented bilateral notification/consultation process  and provide in that document rules of procedure on how  that process should be applied in practice, including the  steps to be followed and timing of these steps. Furthermore, Serbia should apply that process in  practice for future cases in which its competent authority  considered the objection raised in a MAP request not to  be justified and when the tax treaty concerned does not  contain Article 25(1) of the OECD Model Tax Convention  as amended by the Action 14 final report.",2020,request_either_ca
SRB,stage-1,[B.3],-,"Serbia reported that it will provide access to MAP in transfer pricing cases. Its competent authority, however, did not  receive any MAP requests of this kind from taxpayers during the Review Period. Serbia is therefore recommended  to follow its policy and grant access to MAP in such cases.",2020,access_tp
SRB,stage-1,[B.4],-,"Serbia reported it will give access to MAP in cases concerning whether the conditions for the application of a treaty  anti-abuse provision have been met or whether the application of a domestic law anti-abuse provision is in conflict  with the provisions of a treaty. Its competent authority, however, did not receive any MAP requests of this kind from  taxpayers during the Review Period. Serbia is therefore recommended to follow its policy and grant access to MAP  in such cases.",2020,access_anti_abuse
SRB,stage-1,[B.5],-,-,2020,access_audit_settlement
SRB,stage-1,[B.6],-,"Serbia reported it will give access to MAP in cases where taxpayers have complied with Serbia’s information and  documentation requirements for MAP requests. Its competent authority, however, did not receive any MAP requests  from taxpayers during the Review Period. Serbia is therefore recommended to follow its policy and grant access to  MAP when it receives a request that includes the required information and documentation.",2020,access_information
SRB,stage-1,[B.7],-,Serbia should maintain its stated intention to include the  required provision in all future tax treaties.,2020,double_taxation_other_than_treaty
SRB,stage-1,[B.8],-,"Although not required by the Action 14 Minimum  Standard, in order to further improve the level of details  of its MAP guidance Serbia could consider including  information on: •  whether MAP is available in cases of: (i) the  application of anti-abuse provisions, (ii) multilateral  disputes and (iii) bona fide foreign-initiated  self-adjustments •  whether taxpayers can request for the multi-year  resolution of recurring issues through MAP •  the consideration of interest and penalties in the MAP •  the relationship between MAP and domestic remedies •  the steps of the process and the timing of such steps  for the implementation of MAP agreements, including  any actions to be taken by taxpayers (if any)",2020,guidelines_on_access
SRB,stage-1,[B.9],The MAP guidance is not easily accessible. MAP profile contains limited information.,"Serbia should make its MAP guidance easily accessible,  for example, by linking it to the search term “MAP”  or “mutual agreement procedure” on its Ministry of  Finance’s website. Serbia should update its MAP profile to include more  information and align the content of its MAP profile with  its MAP guidance. As it has thus far made its MAP guidance available  and published its MAP profile, Serbia should ensure  that future updates to the MAP guidance continue to  be publicly available and also made easily accessible  and that its MAP profile published on the shared public  platform is updated if needed.",2020,publish_MAP_profile
SRB,stage-1,[B.10],-,-,2020,access_audit_settlement_in_guidelines
SRB,stage-1,[C.1],-,Serbia should maintain its stated intention to include the  - required provision in all future tax treaties.,2020,treaty_provision_resolution
SRB,stage-1,[C.2],Serbia submitted comprehensive MAP statistics on time on the basis of the MAP statistics Reporting Framework  for the year 2018. As there were no post-2017 MAP cases resolved it was therefore at this stage not possible  to evaluate whether Serbia’s competent authority seeks to resolve MAP cases within an average time frame of  24 months.,NA,2020,resolution_24_months
SRB,stage-1,[C.3],"As Serbia did not close any MAP cases during the Review Period, it was therefore at this stage not possible to  assess whether Serbia’s competent authority is adequately resourced.",NA,2020,resources_MAP_function
SRB,stage-1,[C.4],-,"As it has done thus far, Serbia should continue to  ensure that its competent authority has the authority,  and uses that authority in practice, to resolve MAP  cases without being dependent on approval or direction  from the tax administration personnel directly involved  in the adjustment at issue and absent any policy  considerations that Serbia would like to see reflected in  future amendments to the treaty.",2020,independence_MAP_function
SRB,stage-1,[C.5],-,Serbia could consider using the examples of  performance indicators mentioned in the Action 14 final  report to evaluate staff in charge of the MAP processes.,2020,performance_indicators
SRB,stage-1,[C.6],-,-,2020,arbitration_position
SRB,stage-1,[D.1],"As there was no MAP agreement reached during the Review Period, it was not yet possible to assess whether  Serbia would have implemented all MAP agreements thus far. As will be discussed under element D.3 not all  of Serbia’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention. Therefore, there is a risk that for those tax  treaties that do not contain that provision, not all MAP  agreements will be implemented due to time limits of  five/ten years in its domestic law.","When, after a MAP case is initiated, the domestic statute  of limitation may, in the absence of the second sentence  of Article 25(2) of the OECD Model Tax Convention in  Serbia’s relevant tax treaty, prevent the implementation  of a MAP agreement, Serbia should follow its stated  intention to put appropriate procedures in place to  ensure that such an agreement is implemented. In  addition, where during the MAP process the domestic  statute of limitations may expire and may then affect  the possibility to implement a MAP agreement, Serbia  should for clarity and transparency purposes notify the  treaty partner thereof without delay.",2020,implementing_agreements
SRB,stage-1,[D.2],"As there was no MAP agreement reached during the Review Period that needed to be implemented in Serbia, it was  not yet possible to assess whether Serbia would have implemented all MAP agreements on a timely basis thus far.",NA,2020,timely_implementation
SRB,stage-1,[D.3],"Nine out of 60 tax treaties contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention nor both alternative  provisions provided for in Article 9(1) and Article 7(2).  Out of these nine treaties: •  Four have been modified by the Multilateral  Instrument to include the required provision. •  Two are expected to be modified by the Multilateral  Instrument to include the required provision upon  entry into force for the treaty concerned. •  Three will not be modified by the Multilateral  Instrument to include the required provision.","As the three treaties that do not contain the equivalent  of Article 25(2), second sentence, of the OECD Model  Tax Convention or the alternative provisions and that  will not be modified via the Multilateral Instrument are  the treaties of the former “Serbia and Montenegro,” or  of the former “Socialist Federal Republic of Yugoslavia”  that Serbia continues to apply to Indonesia, Sweden and  Switzerland, Serbia should ensure that, once it enters  into negotiations with the jurisdiction for which it applies  that treaty, it includes the required provision or be willing  to accept the inclusion of both alternative provisions. In addition, Serbia should maintain its stated intention  to include the required provision, or be willing to accept  the inclusion of both alternatives provisions, in all future  tax treaties.",2020,implementation_notwithstanding_time_limits
SRB,stage-2,[A.1],-,-,2022,treaty_interpretation_clause
SRB,stage-2,[A.2],-,-,2022,apa_roll_back
SRB,stage-2,[B.1],"One out of 63 tax treaties does not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention as it read prior to or as  amended by the Action 14 final report (OECD, 2015b),  and provides that the timeline to file a MAP request is  shorter than three years from the first notification of  the action resulting in taxation not in accordance with  the provision of the tax treaty. This treaty is expected  to be modified by the Multilateral Instrument to include  Article 25(1), second sentence, of the OECD Model Tax  Convention (OECD, 2017) but not as regards the first  sentence. Two out of 63 tax treaties do not contain the equivalent  to Article 25(1), first sentence, of the OECD Model Tax  Convention (OECD, 2017). These treaties will not be  modified by the Multilateral Instrument to include the  required provision. Where tax treaties do not include a time limit for  submission of a MAP request, applicable rules under  domestic legislation may lead to a filing period of less  than three years as from the first notification of the  action resulting in taxation not in accordance with the  provisions of a tax treaty.","As the treaty that will not be modified by the Multilateral  Instrument to include the equivalent to Article 25(1), first  sentence, of the OECD Model Tax Convention (OECD,  2017), is the treaty signed by the former Socialist  Federal Republic of Yugoslavia that Serbia continues to  apply to Italy, Serbia should ensure that, once it enters  into negotiations with the treaty partner, it includes the  required provision. This concerns a provision equivalent  to Article 25(1) of the OECD Model Tax Convention  either a. as amended in the Action 14 final report (OECD,  2015b); or b. as it read prior to the adoption of Action 14 final  report (OECD, 2015b), thereby including the full  sentence of such provision. As the treaties that will not be modified by the  Multilateral Instrument to include the equivalent to  Article 25(1), first sentence, of the OECD Model Tax  Convention (OECD, 2017), are treaties signed by the  former Socialist Federal Republic of Yugoslavia that  Serbia continues to apply to France and Sweden, Serbia  should ensure that, once it enters into negotiations with  these treaty partners, it includes the required provision.  This concerns a provision equivalent to Article 25(1) of  the OECD Model Tax Convention either a. as amended in the Action 14 final report; or b. as it read prior to the adoption of Action 14 final  report, thereby including the full sentence of such  provision. Serbia should ensure that where its domestic time limits  apply for filing of MAP requests, in the absence of a  provision hereon in its tax treaties, such time limits do  not prevent taxpayers from having access to MAP if a  request thereto is made within a period of three years  as from the first notification of the action resulting in  taxation not in accordance with the provisions of a tax  treaty.",2022,domestic_remedies_three_years
SRB,stage-2,[B.2],"All 63 tax treaties do not contain a provision equivalent  to Article 25(1) of the OECD Model Tax Convention  (OECD, 2017) as amended by the Action 14 final report  (OECD, 2015b), allowing taxpayers to submit a MAP  request to the competent authority of either treaty  partner. For these treaties no documented bilateral  consultation or notification process is in place, which  allows the other competent authority concerned to  provide its views on the case when the taxpayer’s  objection raised in the MAP request is considered not to  be justified.","Serbia should, without further delay, introduce a  documented notification and/or consultation process  and provide in that document rules of procedure on how  that process should be applied in practice, including  the steps to be followed and timing of these steps.  Furthermore, Serbia should apply that process in  practice for future cases in which its competent authority  considered the objection raised in a MAP request not to  be justified and when the tax treaty concerned does not  contain Article 25(1) of the OECD Model Tax Convention  (OECD, 2017) as amended by the Action 14 final report  (OECD, 2015b).",2022,request_either_ca
SRB,stage-2,[B.3],-,-,2022,access_tp
SRB,stage-2,[B.4],-,-,2022,access_anti_abuse
SRB,stage-2,[B.5],-,-,2022,access_audit_settlement
SRB,stage-2,[B.6],-,-,2022,access_information
SRB,stage-2,[B.7],-,-,2022,double_taxation_other_than_treaty
SRB,stage-2,[B.8],-,-,2022,guidelines_on_access
SRB,stage-2,[B.9],-,-,2022,publish_MAP_profile
SRB,stage-2,[B.10],-,-,2022,access_audit_settlement_in_guidelines
SRB,stage-2,[C.1],-,-,2022,treaty_provision_resolution
SRB,stage-2,[C.2],-,-,2022,resolution_24_months
SRB,stage-2,[C.3],"While Serbia closed MAP cases on an average of  10.10 months (which is within the pursued average for  resolving MAP cases received on or after 1 January  2018), its MAP inventory increased since 1 January 2018  and not many cases have been resolved during this  period. Further, Serbia’s competent authority has been  unable to provide position papers for some of its pending  MAP cases.","Serbia should closely monitor whether the available  resources for its competent authority function are  adequate to ensure that current pending and future MAP  cases are resolved in a timely, efficient and effective  manner.",2022,resources_MAP_function
SRB,stage-2,[C.4],-,-,2022,independence_MAP_function
SRB,stage-2,[C.5],-,-,2022,performance_indicators
SRB,stage-2,[C.6],-,-,2022,arbitration_position
SRB,stage-2,[D.1],"As will be discussed under element D.3 not all  of Serbia’s tax treaties contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2017). Therefore, there is a risk that  for those tax treaties that do not contain that provision,  not all MAP agreements will be implemented due to time  limits of five/ten years in its domestic law.","When, after a MAP case is initiated, the domestic statute  of limitation may, in the absence of the second sentence  of Article 25(2) of the OECD Model Tax Convention  (OECD, 2017) in Serbia’s relevant tax treaty, prevent  the implementation of a MAP agreement, Serbia  should follow its stated intention to put appropriate  procedures in place to ensure that such an agreement  is implemented. In addition, where during the MAP  process the domestic statute of limitations may expire  and may then affect the possibility to implement a MAP  agreement, Serbia should for clarity and transparency  purposes notify the treaty partner thereof without delay.",2022,implementing_agreements
SRB,stage-2,[D.2],-,-,2022,timely_implementation
SRB,stage-2,[D.3],"Nine out of 63 tax treaties contain neither a provision  that is equivalent to Article 25(2), second sentence, of  the OECD Model Tax Convention (OECD, 2017) nor both  alternative provisions provided for in Article 9(1) and  Article 7(2). Of these nine treaties: •  Six have been modified by the Multilateral Instrument  to include the required provision. •  One is expected to be modified by the Multilateral  Instrument to include the required provision upon  entry into force for the treaty concerned. •  Two will not be modified by the Multilateral Instrument  to include the required provision. With respect to  these treaties, negotiations are ongoing with one  treaty partner whereas no actions have been taken  nor are planned to be taken as regards the other  treaty.","As the two treaties that do not contain the equivalent of  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2017) or the alternative provisions  and that will not be modified via the Multilateral  Instrument are treaties signed by the former “Serbia and  Montenegro” or the former Socialist Federal Republic  of Yugoslavia that Serbia continues to apply to Sweden  and Switzerland, Serbia should ensure that, once it  enters into negotiations with the jurisdiction for which  it applies that treaty, it includes the required provision  or be willing to accept the inclusion of both alternative  provisions. Negotiations are ongoing with one of the  concerned treaty partners. In that regard, Serbia should,  in such negotiations, ensure the inclusion of the required  provision or be willing to accept the inclusion of both  alternative provisions.",2022,implementation_notwithstanding_time_limits
SGP,stage-1,[A.1],"Three out of 85 tax treaties do not contain a provision that is  equivalent to Article 25(3), first sentence, of the OECD Model  Tax Convention (OECD, 2015).","Singapore should as quickly as possible ratify the Multilateral  Instrument to incorporate the equivalent to Article 25(3),  first sentence, of the OECD Model Tax Convention (OECD,  2015) in the one treaty that currently does not contain such  equivalent and that will be modified by the Multilateral  Instrument upon its entry into force. For the remaining two treaties that will not be modified  by the Multilateral Instrument to include the equivalent  of Article 25(3), first sentence, of the OECD Model Tax  Convention (OECD, 2015) following its entry into force,  Singapore should request the inclusion of the required  provision via bilateral negotiations. In addition, Singapore should maintain its stated intention to  include the required provision in all future treaties.",2018,treaty_interpretation_clause
SGP,stage-1,[A.2],-,Singapore should continue to provide for roll-back of bilateral  APAs in appropriate cases as it has done thus far.,2018,apa_roll_back
SGP,stage-1,[B.1],"Five out of 85 tax treaties do not contain a provision that  is equivalent to Article 25(1) of the OECD Model Tax  Convention (OECD, 2015a), either as it read prior to the  adoption of the final report on Action 14 or as amended by  that report. Of those five tax treaties: •  Two tax treaties do not incorporate the equivalent to  Article 25(1), first sentence of the OECD Model Tax  Convention (OECD, 2015a), either as it read prior to the  adoption of the final report on Action 14 or as amended by  that final report. •  Three tax treaties do not contain a provision equivalent  to Article 25(1), second sentence of the OECD Model  Tax Convention (OECD, 2015a) which allows taxpayers  to submit a MAP request within a period of no less than  three years from the notification of the action resulting  in taxation not in accordance with the provisions of the  treaty.","Singapore should as quickly as possible ratify the Multilateral  Instrument to incorporate the equivalent to Article 25(1) of  the OECD Model Tax Convention (OECD, 2015a) in those  treaties that currently do not contain such equivalent. This  concerns both: •  a provision that is equivalent to Article 25(1), first sentence  of the OECD Model Tax Convention (OECD, 2015a) either: a. As amended in the final report of action 14 (OECD,  2015b); or b. As it read prior to the adoption of final report of action  14 (OECD, 2015b), thereby including the full sentence  of such provision. •  a provision that allows taxpayers to submit a MAP request  within a period of no less than three years as from the  first notification of the action resulting in taxation not in  accordance with the provision of the tax treaty. For the remaining treaties that will not be modified by the  Multilateral Instrument following its entry into force to include  such equivalent, Singapore should request the inclusion of  the required provision via bilateral negotiations. In addition, Singapore should maintain its stated intention to  include the required provision in all future treaties.",2018,domestic_remedies_three_years
SGP,stage-1,[B.2],"There is a formal process in place to notify the other competent authority in cases where the objection raised in the MAP  request was considered as being not justified. However, it was not possible to assess whether the notification process is  applied in practice because for the period under review no such cases have occurred.",NA,2018,request_either_ca
SGP,stage-1,[B.3],-,"As Singapore has thus far granted access to MAP in eligible  transfer pricing cases, it should continue granting access for  these cases.",2018,access_tp
SGP,stage-1,[B.4],-,"As Singapore has thus far granted access to MAP in eligible  cases concerning whether the conditions for the application  of a treaty anti-abuse provision have been met or whether  the application of a domestic law anti-abuse provision is  in conflict with the provisions of a treaty, it should continue  granting access for these cases.",2018,access_anti_abuse
SGP,stage-1,[B.5],-,"As Singapore has thus far granted access to MAP in eligible  cases, even if there was an audit settlement between the tax  authority and a taxpayer, it should continue granting access  for these cases.",2018,access_audit_settlement
SGP,stage-1,[B.6],-,"As Singapore has thus far not limited access to MAP  in eligible cases when taxpayers have complied with  Singapore’s information and documentation requirements for  MAP requests, it should continue this practice.",2018,access_information
