response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
yes,"If both tracks have been activated, the judicial or administrative proceedings are suspended until the MAP is concluded.","21st Additional disposition of Act 
58/2003, of 17 December, (General Tax 
Law) and 9th Additional disposition of 
Act 29/1998, of 13th July, both modified 
by Act 34/2015.",16,ESP,2021-10-19,2021,access_domestic_remedies,,NA,NA,availability_access,25,96,1
partial,"The Spanish Administration is bound by its Tribunal’s Court decisions, so we would not adopt a different solution. In order to try to eliminate double taxation, we could only give an explanation to the other Competent Authority so that it may accept to do a corresponding adjustment unilaterally. On the other hand, the Spanish Administration is not bound by its Administrative Tribunal decisions, therefore MAP assistance can be provided.",-,17,ESP,2021-10-19,2021,access_domestic_decision,,NA,NA,availability_access,25,96,0.5
yes,"The MAP on direct tax matters Regulation deals with access thereto and processing, including a detailed description of the minimum documentation to be attached to the request.","http://www.minhap.gob.es/Documenta
cion/Publico/NormativaDoctrina/Tribut
aria/Impuesto%20sobre%20la%20Renta
%20de%20no%20Residentes/RD_1794-
2008.pdf",18,ESP,2021-10-19,2021,access_info_public,,min_std,[B.6],availability_access,25,96,1
yes,The MAPs Regulation determines the terms available for their request and error handling procedures.,"Arts 5 and 7 MAP on direct tax matters 
Regulation, approved by Royal Decree 1794/2008, 3rd November.",19,ESP,2021-10-19,2021,access_timeline,,NA,NA,availability_access,25,96,0
yes,EU Arbitration Convention and its Code of Conduct.,-,20,ESP,2021-10-19,2021,guidance_multilateral_map,,bp,[B.P.7],availability_access,25,96,1
yes,MAPs’ Regulations determines the suspension of the payment of the tax due and the conditions to qualify for it.,"Arts 35 to 40 MAP on direct tax matters 
Regulation.",21,ESP,2021-10-19,2021,tax_collection_suspended,,bp_mod,NA,availability_access,25,96,1
no,-,-,22,ESP,2021-10-19,2021,access_fees,,NA,NA,availability_access,25,96,1
no,-,-,23,ESP,2021-10-19,2021,access_other_info,,NA,NA,availability_access,25,96,NA
no,-,-,24,ESP,2021-10-19,2021,resolution_timeframes,,min_std,NA,resolution,25,96,0
yes,EU yearly submitted statistics.,-,25,ESP,2021-10-19,2021,map_statistics,,NA,NA,resolution,25,96,1
no,-,-,26,ESP,2021-10-19,2021,interest_penalties,,NA,NA,resolution,25,96,0
yes,"The Oficina de Fiscalidad Internacional (International Taxation Office- ONFI) was established under Order HAP/393/2013, of 11 March, modifying Order PRE/3581/2007, of 10th December, creating the different Departments of the State Tax Agency and their corresponding remits. Order of 2nd June 1994 further develops its structure. Under Order HAP/1431/2015, of 16th July the competencies on MAPs on transfer pricing and attribution of profits to EPs are specifically mandated to this Office. Article 3 of Royal Decree 256/2012, of 27th January develops the basic reporting structure of the Ministry of Finance and Public Administrations; thereby, the General Directorate for Taxes is vested with the powers to apply double tax conventions.","Regulations mentioned are publicly 
available.",27,ESP,2021-10-19,2021,roles_public,,NA,NA,resolution,25,96,1
yes,Only in the Conventions to avoid double taxation with Swiss and UK.,"http://www.minhap.gob.es/es-
ES/Normativa%20y%20doctrina/Norma
tiva/CDI/Paginas/CDI.aspx",28,ESP,2021-10-19,2021,arbitration_any_treaty,,NA,NA,resolution,25,96,1
n/a,-,-,29,ESP,2021-10-19,2021,arbitration_constitutional_limit,,NA,NA,resolution,25,96,0
n/a,-,-,30,ESP,2021-10-19,2021,arbitration_treaty_policy,,NA,NA,resolution,25,96,0
yes,"If the MAP track is followed in parallel to an administrative/judicial revision procedure, the latter is suspended until the MAP is concluded.","21st Additional disposition of Act 
58/2003, of 17 December, (General Tax 
Law) and 9th Additional disposition of 
Act 29/1998, of 13th July, both modified 
by Act 34/2015.",31,ESP,2021-10-19,2021,domestic_remedies_info,,bp,[B.P.10],resolution,25,96,1
yes,The competent authority is legally bound to follow a domestic court decision to comply with a constitutional requirement.,Art. 118 Spanish Constitution.,32,ESP,2021-10-19,2021,domestic_remedies_binding_info,,NA,NA,resolution,25,96,1
yes,"It would be analysed on a facts and circumstances basis. In some cases, as new point 7.3 i) in the EU Code of Conduct establishes, where a new request by an enterprise for a MAP is linked to issues which are already covered by an ongoing mutual agreement procedure with the same enterprise, competent authorities should, where appropriate, consider treating the new request together with the ongoing MAP.",-,33,ESP,2021-10-19,2021,multi_year_resolution,,bp,[B.P.9],resolution,25,96,1
no,"Tax treaties not including paragraph 2 of Article 9: Austria, Brazil, China, Ecuador, Finland, Hungary, Indonesia, Italy, Japan, Korea, Luxembourg, Mexico Morocco and Norway. Tax treaties not including Article 9: Belarus, Bulgaria, Kirgizstan, Tajikistan, Turkmenistan and Ukraine.","http://www.minhap.gob.es/es-
ES/Normativa%20y%20doctrina/Norma
tiva/CDI/Paginas/CDI.aspx",34,ESP,2021-10-19,2021,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,25,96,0
no,-,-,35,ESP,2021-10-19,2021,resolution_other_info,,NA,NA,resolution,25,96,NA
yes,The general 6-month rule for the resolution of tax procedures applies.,Art 104 LGT,36,ESP,2021-10-19,2021,additional_tax_timeframe_info,,NA,NA,implementation,25,96,1
no,-,-,37,ESP,2021-10-19,2021,refund_timeframe_info,,NA,NA,implementation,25,96,0
no,"The mutual agreements reached are implemented irrespective of the time limits set in the domestic law only when the applicable treaty includes the last sentence of paragraph 2 of Article 25 of the OECD Model Tax Convention. Nowadays the treaties signed by Spain, not containing that sentence are: Austria, Belarus, Belgium, Brazil, Bulgaria, Chile, Czech Republic, Ecuador, Finland, Hungary, Indonesia, Ireland, Italy, Japan, Kirgizstan, Korea, Morocco, the Netherlands, Philippines, Poland, Romania, Slovakia, Tajikistan, Thailand, Tunisia, Turkmenistan and Ukraine.","http://www.minhap.gob.es/es-
ES/Normativa%20y%20doctrina/Norma
tiva/CDI/Paginas/CDI.aspx",38,ESP,2021-10-19,2021,implementation_notwithstanding_time,,min_std_mod,NA,implementation,25,96,0
yes,-,"Art. 15 MAP on direct tax matters 
Regulation, approved by Royal Decree 
1794/2008.",39,ESP,2021-10-19,2021,implementation_other_info,,NA,NA,implementation,25,96,NA
no,NA,NA,1,LKA,2021-03-10,2021,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,24,48,0
no,-,NA,2,LKA,2021-03-10,2021,bil_apa_available,,bp,[B.P.1],preventing_disputes,24,48,0
n/a,-,-,3,LKA,2021-03-10,2021,bil_apa_roll_back,,NA,NA,preventing_disputes,24,48,0
n/a,-,-,4,LKA,2021-03-10,2021,bil_apa_timeline,,NA,NA,preventing_disputes,24,48,0
n/a,-,-,5,LKA,2021-03-10,2021,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,24,48,0
n/a,-,-,6,LKA,2021-03-10,2021,bil_apa_fees,,NA,NA,preventing_disputes,24,48,0
n/a,-,-,7,LKA,2021-03-10,2021,bil_apa_statistics,,NA,NA,preventing_disputes,24,48,0
yes,-,-,8,LKA,2021-03-10,2021,training_officials,,bp,[B.P.4],preventing_disputes,24,48,1
yes,All agreements entered into with intention of implementation of tax treaties are available along with treaties.,NA,9,LKA,2021-03-10,2021,other_info_available,,NA,NA,preventing_disputes,24,48,NA
yes,"So far, no need to MAP was arisen.",-,10,LKA,2021-03-10,2021,access_tp,,min_std,[B.3],availability_access,24,48,1
yes,-,-,11,LKA,2021-03-10,2021,access_anti_abuse_treaty,,NA,NA,availability_access,24,48,1
yes,Sri Lanka shall provide access to MAP in respect of specific types of cases/ situations if they result in taxation not in accordance with the relevant DTAAs (details are in the MAP guidance). Sri Lanka shall provide access to MAP even in a situation where the Sri Lankan tax authorities apply domestic anti – abuse provisions.,-,12,LKA,2021-03-10,2021,access_anti_abuse_domestic,,NA,NA,availability_access,24,48,1
no,-,-,13,LKA,2021-03-10,2021,access_audit_settlement,,min_std_mod,[B.5],availability_access,24,48,0
no,A resident assesse aggrieved by any action of the tax authorities of any country outside Sri Lanka can apply for MAP in Sri Lanka. The Competent Authority of Sri Lanka shall act upon a reference from the Competent Authority of another country with regard to any action taken by any income- tax authority in Sri Lanka.,-,14,LKA,2021-03-10,2021,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,24,48,0
no,All cases which satisfy the conditions for invoking MAP are considered under MAP process.,-,15,LKA,2021-03-10,2021,access_other,,NA,NA,availability_access,24,48,1
yes,"Yes, the taxpayer is allowed to request MAP assistance in such cases.",-,16,LKA,2021-03-10,2021,access_domestic_remedies,,NA,NA,availability_access,24,48,1
NA,NA,NA,17,LKA,2021-03-10,2021,access_domestic_decision,,NA,NA,availability_access,24,48,0
no,Section 75 of the Inland Revenue Act No 24 of 2017 and Articles of DTAA,NA,18,LKA,2021-03-10,2021,access_info_public,,min_std,[B.6],availability_access,24,48,0
detailed_explanation,The timelines are provided in the relevant tax treaty for invoking MAP.,NA,19,LKA,2021-03-10,2021,access_timeline,,NA,NA,availability_access,24,48,0
no,-,NA,20,LKA,2021-03-10,2021,guidance_multilateral_map,,bp,[B.P.7],availability_access,24,48,0
partial,Such suspension of collection is available only where a bilateral agreement/ Memorandum of Understanding (MoU) for providing such suspension exists between Sri Lanka and the Other country.,NA,21,LKA,2021-03-10,2021,tax_collection_suspended,,bp_mod,NA,availability_access,24,48,0.5
no,-,NA,22,LKA,2021-03-10,2021,access_fees,,NA,NA,availability_access,24,48,1
no,-,NA,23,LKA,2021-03-10,2021,access_other_info,,NA,NA,availability_access,24,48,NA
yes,Sri Lankan competent Authority to resolve MAP cases within 24 months.,NA,24,LKA,2021-03-10,2021,resolution_timeframes,,min_std,NA,resolution,24,48,1
yes,Sri Lanka reports its MAP statistics to OECD in pursuance of BEPS Action 14. The statistics are published by the Centre for Tax policy and Administration of OECD on its official website.,NA,25,LKA,2021-03-10,2021,map_statistics,,NA,NA,resolution,24,48,1
yes,"In most of the disputes on the quantum of income, that are resolved under MAP, there are consequential issues of interest and penalty. The CAs of Sri Lanka do not have the mandate to consider such consequential issues. These are to be administrated under the domestic laws. However, where the amount of interest and penalties are linked to the quantum of income, such interest and penalties shall be varied in the same proportion as the variation in the quantum of income due to a MAP resolution, in accordance with the domestic law. It may be noted that there are provisions of fees/penalty under Sri Lankan Income – tax Act which are not connected to the quantum of income and, accordingly, those would not be affected by the resolution under MAP.",NA,26,LKA,2021-03-10,2021,interest_penalties,,NA,NA,resolution,24,48,1
no,NA,NA,27,LKA,2021-03-10,2021,roles_public,,NA,NA,resolution,24,48,0
no,NA,NA,28,LKA,2021-03-10,2021,arbitration_any_treaty,,NA,NA,resolution,24,48,0
NA,Tax treaties entered into by Sri Lanka do not provide for arbitration.,NA,29,LKA,2021-03-10,2021,arbitration_constitutional_limit,,NA,NA,resolution,24,48,0
no,"A taxpayer is entitled to seek MAP assistance for every assessment year in respect of which he considers that there is a tax, which is not in accordance with the treaty, subject to fulfilment of conditions under Article 25(1) of the relevant treaty.",NA,30,LKA,2021-03-10,2021,arbitration_treaty_policy,,NA,NA,resolution,24,48,0
yes,-,NA,31,LKA,2021-03-10,2021,domestic_remedies_info,,bp,[B.P.10],resolution,24,48,1
no,-,NA,32,LKA,2021-03-10,2021,domestic_remedies_binding_info,,NA,NA,resolution,24,48,0
no,-,-,33,LKA,2021-03-10,2021,multi_year_resolution,,bp,[B.P.9],resolution,24,48,0
yes,NA,NA,34,LKA,2021-03-10,2021,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,24,48,1
no,NA,NA,35,LKA,2021-03-10,2021,resolution_other_info,,NA,NA,resolution,24,48,NA
no,-,-,36,LKA,2021-03-10,2021,additional_tax_timeframe_info,,NA,NA,implementation,24,48,0
no,-,-,37,LKA,2021-03-10,2021,refund_timeframe_info,,NA,NA,implementation,24,48,0
NA,NA,NA,38,LKA,2021-03-10,2021,implementation_notwithstanding_time,,min_std_mod,NA,implementation,24,48,0
no,-,NA,39,LKA,2021-03-10,2021,implementation_other_info,,NA,NA,implementation,24,48,NA
no,-,-,1,KNA,2020-06-02,2020,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,33,4,0
no,-,-,2,KNA,2020-06-02,2020,bil_apa_available,,bp,[B.P.1],preventing_disputes,33,4,0
n/a,-,-,3,KNA,2020-06-02,2020,bil_apa_roll_back,,NA,NA,preventing_disputes,33,4,0
n/a,-,-,4,KNA,2020-06-02,2020,bil_apa_timeline,,NA,NA,preventing_disputes,33,4,0
n/a,-,NA,5,KNA,2020-06-02,2020,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,33,4,0
n/a,-,-,6,KNA,2020-06-02,2020,bil_apa_fees,,NA,NA,preventing_disputes,33,4,0
n/a,-,-,7,KNA,2020-06-02,2020,bil_apa_statistics,,NA,NA,preventing_disputes,33,4,0
yes,"Training is provided, however, continuous training is required.",-,8,KNA,2020-06-02,2020,training_officials,,bp,[B.P.4],preventing_disputes,33,4,1
no,-,-,9,KNA,2020-06-02,2020,other_info_available,,NA,NA,preventing_disputes,33,4,NA
yes,-,-,10,KNA,2020-06-02,2020,access_tp,,min_std,[B.3],availability_access,33,4,1
yes,Saint Kitts and Nevis’ MAP procedures do not specifically address treaty anti-abuse provisions. Saint Kitts and Nevis intends to grant access to MAP in cases of perceived treaty abuse.,-,11,KNA,2020-06-02,2020,access_anti_abuse_treaty,,NA,NA,availability_access,33,4,1
yes,Saint Kitts and Nevis intends to grant access to MAP in cases of perceived domestic abuse.,-,12,KNA,2020-06-02,2020,access_anti_abuse_domestic,,NA,NA,availability_access,33,4,1
yes,"A taxpayer can choose to access MAP, regardless of any audit settlements made by the Inland Revenue Department.","See Section 10 page 12 in 
SKN’s MAP Guidelines",13,KNA,2020-06-02,2020,access_audit_settlement,,min_std_mod,[B.5],availability_access,33,4,1
yes,-,"See Section 5 page 6 in SKN’s 
MAP Guidelines",14,KNA,2020-06-02,2020,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,33,4,1
no,-,-,15,KNA,2020-06-02,2020,access_other,,NA,NA,availability_access,33,4,1
yes,"Where domestic legal remedies are still available, the St Kitts and Nevis Competent Authority (SKNCA) would encourage the taxpayer to agree to the suspension of these remedies; if the taxpayer disagrees, the SKNCA would delay the MAP until these remedies are exhausted.","See Section 4 page 5 in SKN’s 
MAP Guidelines",16,KNA,2020-06-02,2020,access_domestic_remedies,,NA,NA,availability_access,33,4,1
yes,"The SKNCA would be legally bound by the decision of a court of competent jurisdiction and would be limited in its ability to settle the MAP in a way that is inconsistent with that court decision. In some cases, the SKNCA may also be prevented from providing relief through MAP based on the decision of the court. However, the SKNCA may still be able to enter into bilateral discussions with the other Contracting State to see if relief could still be granted. Any relief for double taxation or taxation not in accordance with the Tax Convention may be possible only in the other Contracting State at the discretion of its Competent Authority (CA).","See Section 4 page 5 in SKN’s 
MAP Guidelines",17,KNA,2020-06-02,2020,access_domestic_decision,,NA,NA,availability_access,33,4,1
yes,-,-,18,KNA,2020-06-02,2020,access_info_public,,min_std,[B.6],availability_access,33,4,1
yes,-,"See Section 6.2 page 8 in 
SKN’s MAP Guidelines",19,KNA,2020-06-02,2020,access_timeline,,NA,NA,availability_access,33,4,0
no,-,-,20,KNA,2020-06-02,2020,guidance_multilateral_map,,bp,[B.P.7],availability_access,33,4,0
yes,Collection procedures would be suspended for the assessed amount under dispute. Any amounts not disputed would follow the established collection guidelines.,"See Section 12 page 12 in 
SKN’s MAP Guidelines",21,KNA,2020-06-02,2020,tax_collection_suspended,,bp_mod,NA,availability_access,33,4,1
no,-,"See Section 6.3 on page 8 in 
SKN’s MAP Guidelines",22,KNA,2020-06-02,2020,access_fees,,NA,NA,availability_access,33,4,1
no,-,-,23,KNA,2020-06-02,2020,access_other_info,,NA,NA,availability_access,33,4,NA
yes,-,"See Section 8 on page 10 in 
SKN’s MAP Guidelines",24,KNA,2020-06-02,2020,resolution_timeframes,,min_std,NA,resolution,33,4,1
n/a,To date Saint Kitts and Nevis has not received any MAP cases. When cases are received the statistical information would be publicly available.,-,25,KNA,2020-06-02,2020,map_statistics,,NA,NA,resolution,33,4,1
yes,The SKNCA may waive interest and penalties depending on the resolution of the MAP case and the nature of the circumstances which gave rise to the imposition of that interest and penalty.,"See Section 11 on page 12 in 
our MAP Guidelines",26,KNA,2020-06-02,2020,interest_penalties,,NA,NA,resolution,33,4,1
no,-,-,27,KNA,2020-06-02,2020,roles_public,,NA,NA,resolution,33,4,0
no,-,-,28,KNA,2020-06-02,2020,arbitration_any_treaty,,NA,NA,resolution,33,4,0
n/a,-,-,29,KNA,2020-06-02,2020,arbitration_constitutional_limit,,NA,NA,resolution,33,4,0
n/a,-,-,30,KNA,2020-06-02,2020,arbitration_treaty_policy,,NA,NA,resolution,33,4,0
yes,-,"See section 4 page 5 in SKN’s 
MAP Guidelines",31,KNA,2020-06-02,2020,domestic_remedies_info,,bp,[B.P.10],resolution,33,4,1
yes,-,"See section 4 page 5 in SKN’s 
MAP Guidelines",32,KNA,2020-06-02,2020,domestic_remedies_binding_info,,NA,NA,resolution,33,4,1
yes,"Taxpayers may submit MAP requests that span multiple years, subject to the time limits specified in the applicable DTAs.",-,33,KNA,2020-06-02,2020,multi_year_resolution,,bp,[B.P.9],resolution,33,4,1
no," There are three (3) treaties that have an article 9(2) which would allow for these types of cases to be submitted under MAP.  The CARICOM Multilateral agreement concluded with 11 treaty partners also provides for MAP but does not have an Article 9(2). However, St. Kitts and Nevis operates on the basis that corresponding adjustments should be granted based on the interpretation described in paragraphs 10 to 12 of the Commentary on Article 25 of the OECD Model Tax Convention.","https://sknird.com/tax-
treaties-sknird-page-
20260.aspx",34,KNA,2020-06-02,2020,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,33,4,0
no,-,-,35,KNA,2020-06-02,2020,resolution_other_info,,NA,NA,resolution,33,4,NA
yes,"- If the taxpayer confirms in writing its acceptance of the mutual agreement, the Inland Revenue Department will be instructed in writing to give effect to the mutual agreement and seek to ensure its implementation without delay. The taxpayer would also be contacted in writing to advise how the additional payment should be made. - Amended returns would be required. Please be advised that the due date for the payment was the date of the original Notice of Assessment. - Where the applicable DTA so provides, the agreement shall be implemented notwithstanding any time limits in the domestic law of the Contracting States.","See section 9.1 page11 in 
SKN’s MAP Guidelines",36,KNA,2020-06-02,2020,additional_tax_timeframe_info,,NA,NA,implementation,33,4,1
yes,"T T In cases where a refund is due to the taxpayer, the taxpayer would be duly informed, and they would be required to make an application to the Inland Revenue Department (IRD) to begin the process of obtaining the refund. he taxpayer would be required to submit amended returns for the affected accounting periods to IRD. he tax refund would be paid within 30-60 days. The Competent Authority reserves the right to request an extension. Please be advised that prior to payment, all the tax accounts of the taxpayer would be cleared.","See section 9.1 page 11 in 
SKN’s MAP Guidelines",37,KNA,2020-06-02,2020,refund_timeframe_info,,NA,NA,implementation,33,4,1
no,The second sentence of Article 25(2) of the Model Tax Convention allows Competent Authorities to implement agreements reached notwithstanding any time limits in the domestic law. Only three (3) of the Federation’s DTAs include this second sentence. St. Kitts and Nevis is currently working with the technical officials to bring the remaining treaties in line with International Standards.,"https://sknird.com/tax-
treaties-sknird-page-
20260.aspx",38,KNA,2020-06-02,2020,implementation_notwithstanding_time,,min_std_mod,NA,implementation,33,4,0
no,-,-,39,KNA,2020-06-02,2020,implementation_other_info,,NA,NA,implementation,33,4,NA
yes,Such agreements are implemented by law and thus published.,"http://www4.skatteverket.se/ra
ttsligvagledning/15311.html",1,SWE,2017-09-13,2017,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,22,89,1
yes,There is a special APA law.,"http://www4.skatteverket.se/ra
ttsligvagledning/321837.html",2,SWE,2017-09-13,2017,bil_apa_available,,bp,[B.P.1],preventing_disputes,22,89,1
yes,Can be done as a part of the APA or as a separate MAP.,-,3,SWE,2017-09-13,2017,bil_apa_roll_back,,NA,NA,preventing_disputes,22,89,1
no,As an APA request shall relate to future transactions it could be said that there is a timeline.,-,4,SWE,2017-09-13,2017,bil_apa_timeline,,NA,NA,preventing_disputes,22,89,1
yes,There are such rules in a regulation.,"http://www4.skatteverket.se/ra
ttsligvagledning/edition/2016.5
/339233.html?q=priss%C3%A4tt
ningsbesked  
and 
http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",5,SWE,2017-09-13,2017,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,22,89,1
yes,"New application 150 000 SEK per country, renewal with no changes 100 000 SEK per country and renewal with changes 125 000 SEK per country.","http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",6,SWE,2017-09-13,2017,bil_apa_fees,,NA,NA,preventing_disputes,22,89,0
yes,-,"See page 88 para. 13.7 in 
http://www.skatteverket.se/do
wnload/18.3810a01c150939e89
3f2ae97/1455890256090/arsre
dovisning-skatteverket-2015-
skv165-utgava24.pdf",7,SWE,2017-09-13,2017,bil_apa_statistics,,NA,NA,preventing_disputes,22,89,1
yes,"The Tax Agency has a comprehensive education for tax auditors. In addition, TP and PE issues are managed together in a common activity in which there are working meetings, workshops etc. that conveys knowledge on substantive issues.",-,8,SWE,2017-09-13,2017,training_officials,,bp,[B.P.4],preventing_disputes,22,89,1
yes,There is information on the Tax Agency’s homepage.,"See for instance: 
http://www.skatteverket.se/for
etagorganisationer/skatter/inte
rnationellt/internprissattning.4.
3dfca4f410f4fc63c8680005982.
html?q=transfer+pricing 
and 
http://www.skatteverket.se/pri
vat/skatter/arbeteinkomst/inter
nationellainkomster/dubbelbes
kattningavrakning/undanrojand
eavdubbelbeskattning.4.69ef36
8911e1304a625800011554.htm
l",9,SWE,2017-09-13,2017,other_info_available,,NA,NA,preventing_disputes,22,89,NA
yes,-,-,10,SWE,2017-09-13,2017,access_tp,,min_std,[B.3],availability_access,22,89,1
yes,-,-,11,SWE,2017-09-13,2017,access_anti_abuse_treaty,,NA,NA,availability_access,22,89,1
yes,-,-,12,SWE,2017-09-13,2017,access_anti_abuse_domestic,,NA,NA,availability_access,22,89,1
n/a,"Audit settlement is not possible in Sweden, however according to our opinion these cases are covered within the scope of MAP.",-,13,SWE,2017-09-13,2017,access_audit_settlement,,min_std_mod,[B.5],availability_access,22,89,1
yes,-,-,14,SWE,2017-09-13,2017,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,22,89,1
no,-,-,15,SWE,2017-09-13,2017,access_other,,NA,NA,availability_access,22,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",16,SWE,2017-09-13,2017,access_domestic_remedies,,NA,NA,availability_access,22,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",17,SWE,2017-09-13,2017,access_domestic_decision,,NA,NA,availability_access,22,89,1
yes,-,"http://www.skatteverket.se/privat/sk
atter/arbeteinkomst/internationellain
komster/dubbelbeskattningavrakning/
undanrojandeavdubbelbeskattning.4.6
9ef368911e1304a625800011554.html",18,SWE,2017-09-13,2017,access_info_public,,min_std,[B.6],availability_access,22,89,1
no,"Some treaties contain timelines, but there are no internal rules.",-,19,SWE,2017-09-13,2017,access_timeline,,NA,NA,availability_access,22,89,1
no,There is no special guidance on multilateral MAP.,-,20,SWE,2017-09-13,2017,guidance_multilateral_map,,bp,[B.P.7],availability_access,22,89,0
yes,The taxpayer has to apply for it.,-,21,SWE,2017-09-13,2017,tax_collection_suspended,,bp_mod,NA,availability_access,22,89,1
no,-,-,22,SWE,2017-09-13,2017,access_fees,,NA,NA,availability_access,22,89,1
no,-,-,23,SWE,2017-09-13,2017,access_other_info,,NA,NA,availability_access,22,89,NA
no,"No internal timeframes, but those presented in BEPS Action 14.",-,24,SWE,2017-09-13,2017,resolution_timeframes,,min_std,NA,resolution,22,89,0
yes,Through OECD and JTPF.,-,25,SWE,2017-09-13,2017,map_statistics,,NA,NA,resolution,22,89,1
yes,It is not dealt with in the MAP agreement but when implementing the agreement.,-,26,SWE,2017-09-13,2017,interest_penalties,,NA,NA,resolution,22,89,1
no,-,-,27,SWE,2017-09-13,2017,roles_public,,NA,NA,resolution,22,89,0
yes,"Only in a few treaties, but Sweden is willing to include MAP arbitration in its treaties.",-,28,SWE,2017-09-13,2017,arbitration_any_treaty,,NA,NA,resolution,22,89,1
n/a,-,-,29,SWE,2017-09-13,2017,arbitration_constitutional_limit,,NA,NA,resolution,22,89,0
n/a,-,-,30,SWE,2017-09-13,2017,arbitration_treaty_policy,,NA,NA,resolution,22,89,0
yes,The relationship between MAP and domestic remedies is implicit in what is said in the Tax Agency's website.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",31,SWE,2017-09-13,2017,domestic_remedies_info,,bp,[B.P.10],resolution,22,89,1
yes,It is implicit in the Tax Agency's website that the CA is not legally bound to follow domestic court decision in the MAP and may deviate from a domestic court decision.,"http://www.skatteverket.se/privat/ska
tter/arbeteinkomst/internationellainko
mster/dubbelbeskattningavrakning/un
danrojandeavdubbelbeskattning.4.69ef
368911e1304a625800011554.html",32,SWE,2017-09-13,2017,domestic_remedies_binding_info,,NA,NA,resolution,22,89,1
yes,-,-,33,SWE,2017-09-13,2017,multi_year_resolution,,bp,[B.P.9],resolution,22,89,1
yes,"Sweden is in favour of including Article 9.2 in its treaties, when possible.",-,34,SWE,2017-09-13,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,22,89,1
no,-,-,35,SWE,2017-09-13,2017,resolution_other_info,,NA,NA,resolution,22,89,NA
n/a,-,-,36,SWE,2017-09-13,2017,additional_tax_timeframe_info,,NA,NA,implementation,22,89,0
no,-,-,37,SWE,2017-09-13,2017,refund_timeframe_info,,NA,NA,implementation,22,89,0
yes,-,-,38,SWE,2017-09-13,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,22,89,1
no,-,-,39,SWE,2017-09-13,2017,implementation_other_info,,NA,NA,implementation,22,89,NA
yes,Such agreements are implemented by law and thus published.,"http://www4.skatteverket.se/ra
ttsligvagledning/15311.html",1,SWE,2020-10-28,2020,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,21.4,89,1
yes,There is a special APA law.,"http://www4.skatteverket.se/ra
ttsligvagledning/321837.html",2,SWE,2020-10-28,2020,bil_apa_available,,bp,[B.P.1],preventing_disputes,21.4,89,1
yes,Can be done as a part of the APA or as a separate MAP.,-,3,SWE,2020-10-28,2020,bil_apa_roll_back,,NA,NA,preventing_disputes,21.4,89,1
no,As an APA request shall relate to future transactions it could be said that there is a timeline.,-,4,SWE,2020-10-28,2020,bil_apa_timeline,,NA,NA,preventing_disputes,21.4,89,1
yes,There are such rules in a regulation.,"http://www4.skatteverket.se/ra
ttsligvagledning/edition/2016.5
/339233.html?q=priss%C3%A4tt
ningsbesked  
and 
http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",5,SWE,2020-10-28,2020,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,21.4,89,1
yes,"New application 150 000 SEK per country, renewal with no changes 100 000 SEK per country and renewal with changes 125 000 SEK per country.","http://www4.skatteverket.se/ra
ttsligvagledning/321839.html?d
ate=2016-01-01",6,SWE,2020-10-28,2020,bil_apa_fees,,NA,NA,preventing_disputes,21.4,89,0
yes,-,"See page 88 para. 13.7 in 
http://www.skatteverket.se/do
wnload/18.3810a01c150939e89
3f2ae97/1455890256090/arsre
dovisning-skatteverket-2015-
skv165-utgava24.pdf",7,SWE,2020-10-28,2020,bil_apa_statistics,,NA,NA,preventing_disputes,21.4,89,1
