part,name,text,iso3c,phase
Part B,Exchange of information framework,"It is recommended that the United States’ competent authority should continue to work actively towards signing bilateral competent authority arrangements with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions, and with which the United States has an agreement in effect that allows for the automatic exchange of information.",USA,2021
Part C,Appropriate use,None.,USA,2021
Part A,Domestic legal and administrative framework,It is recommended that Uruguay amend the conditions for local filing or otherwise take steps to ensure that local filing can only be required in the circumstances contained in the terms of reference.,URY,2021
Part B,Exchange of information framework,None.,URY,2021
Part C,Appropriate use,None.,URY,2021
Part A,Domestic legal and administrative framework,It is recommended that Viet Nam amend its legislation or otherwise take steps to ensure that enforcement provisions relating to the effective implementation of CbC reporting filing requirements are provided for as soon as possible.,VNM,2021
Part B,Exchange of information framework,"It is recommended that Viet Nam take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which it has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Viet Nam take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework as soon as possible.",VNM,2021
Part C,Appropriate use,It is recommended that Viet Nam take steps to ensure that the appropriate use condition is met as soon as possible.,VNM,2021
Part A,Domestic legal and administrative framework,A review of Zambia’s domestic legal and administrative framework will be included in the next peer review report.,ZMB,2021
Part B,Exchange of information framework,"It is recommended that Zambia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Zambia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Zambia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ZMB,2021
Part C,Appropriate use,It is recommended that Zambia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ZMB,2021
Part A,Domestic legal and administrative framework,None.,AND,2022
Part B,Exchange of information framework,None.,AND,2022
Part C,Appropriate use,None.,AND,2022
Part A,Domestic legal and administrative framework,It is recommended that Angola take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,AGO,2022
Part B,Exchange of information framework,"It is recommended that Angola take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Angola has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Angola take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",AGO,2022
Part C,Appropriate use,It is recommended that Angola take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,AGO,2022
Part A,Domestic legal and administrative framework,None.,AIA,2022
Part B,Exchange of information framework,None.,AIA,2022
Part C,Appropriate use,Not reviewed.,AIA,2022
Part A,Domestic legal and administrative framework,It is recommended that Antigua and Barbuda take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,ATG,2022
Part B,Exchange of information framework,"It is recommended that Antigua and Barbuda take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Antigua and Barbuda has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Antigua and Barbuda take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ATG,2022
Part C,Appropriate use,It is recommended that Antigua and Barbuda take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ATG,2022
Part A,Domestic legal and administrative framework,None.,ARG,2022
Part B,Exchange of information framework,None.,ARG,2022
Part C,Appropriate use,None.,ARG,2022
Part A,Domestic legal and administrative framework,It is recommended that Armenia take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,ARM,2022
Part B,Exchange of information framework,"It is recommended that Armenia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Armenia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Armenia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ARM,2022
Part C,Appropriate use,It is recommended that Armenia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ARM,2022
Part A,Domestic legal and administrative framework,It is recommended that Aruba clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Aruba.,ABW,2022
Part B,Exchange of information framework,"It is recommended that Aruba take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Aruba has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Aruba take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ABW,2022
Part C,Appropriate use,It is recommended that Aruba take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ABW,2022
Part A,Domestic legal and administrative framework,None.,AUS,2022
Part B,Exchange of information framework,None.,AUS,2022
Part C,Appropriate use,None.,AUS,2022
Part A,Domestic legal and administrative framework,None.,AUT,2022
Part B,Exchange of information framework,None.,AUT,2022
Part C,Appropriate use,None.,AUT,2022
Part A,Domestic legal and administrative framework,None.,BHS,2022
Part B,Exchange of information framework,None.,BHS,2022
Part C,Appropriate use,None.,BHS,2022
Part A,Domestic legal and administrative framework,None.,BHR,2022
Part B,Exchange of information framework,None.,BHR,2022
Part C,Appropriate use,Not reviewed.,BHR,2022
Part A,Domestic legal and administrative framework,None.,BRB,2022
Part B,Exchange of information framework,None.,BRB,2022
Part C,Appropriate use,None.,BRB,2022
Part A,Domestic legal and administrative framework,It is recommended that Belarus take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BLR,2022
Part B,Exchange of information framework,"It is recommended that Belarus take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Belarus has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Belarus take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BLR,2022
Part C,Appropriate use,It is recommended that Belarus take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BLR,2022
Part A,Domestic legal and administrative framework,None.,BEL,2022
Part B,Exchange of information framework,None.,BEL,2022
Part C,Appropriate use,None.,BEL,2022
Part A,Domestic legal and administrative framework,It is recommended that Belize take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard.,BLZ,2022
Part B,Exchange of information framework,It is recommended that Belize take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of the first exchanges of information.,BLZ,2022
Part C,Appropriate use,Not reviewed.,BLZ,2022
Part A,Domestic legal and administrative framework,It is recommended that Benin take steps to implement a domestic legal and administrative framework to impose and enforce CbC requirements as soon as possible.,BEN,2022
Part B,Exchange of information framework,"It is recommended that Benin take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Benin has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Benin take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BEN,2022
Part C,Appropriate use,It is recommended that Benin take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BEN,2022
Part A,Domestic legal and administrative framework,None.,BMU,2022
Part B,Exchange of information framework,None.,BMU,2022
Part C,Appropriate use,Not reviewed.,BMU,2022
Part A,Domestic legal and administrative framework,It is recommended that Bosnia and Herzegovina take steps to ensure that the filing requirement for CbC reporting applies equally to all relevant entities with no exemptions. It is recommended that Bosnia and Herzegovina take steps to amend legislation or otherwise clarify that the threshold requirement applies in line with the standard. It is recommended that Bosnia and Herzegovina take steps to amend legislation or otherwise ensure that the filing deadline is not more than 12 months from the end of the reporting fiscal year. It is recommended that Bosnia and Herzegovina take steps to implement procedures to ensure compliance with their filing requirement.,BIH,2022
Part B,Exchange of information framework,"It is recommended that Bosnia and Herzegovina take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Bosnia and Herzegovina has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Bosnia and Herzegovina take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework. It is recommended that Bosnia and Herzegovina take steps to ensure that the number of reports received and exchanged are monitored.",BIH,2022
Part C,Appropriate use,It is recommended that Bosnia and Herzegovina take steps to ensure that the appropriate use condition is met.,BIH,2022
Part A,Domestic legal and administrative framework,It is recommended that Botswana take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BWA,2022
Part B,Exchange of information framework,"It is recommended that Botswana take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Botswana has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Botswana take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BWA,2022
Part C,Appropriate use,It is recommended that Botswana take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BWA,2022
Part A,Domestic legal and administrative framework,None.,BRA,2022
Part B,Exchange of information framework,None.,BRA,2022
Part C,Appropriate use,None.,BRA,2022
Part A,Domestic legal and administrative framework,None.,VGB,2022
Part B,Exchange of information framework,None.,VGB,2022
Part C,Appropriate use,Not reviewed.,VGB,2022
Part A,Domestic legal and administrative framework,It is recommended that Brunei Darussalam take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,BRN,2022
Part B,Exchange of information framework,"It is recommended that Brunei Darussalam take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Brunei Darussalam has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Brunei Darussalam take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",BRN,2022
Part C,Appropriate use,It is recommended that Brunei Darussalam take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,BRN,2022
Part A,Domestic legal and administrative framework,It is recommended that Bulgaria take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard.,BGR,2022
Part B,Exchange of information framework,None.,BGR,2022
Part C,Appropriate use,Not reviewed.,BGR,2022
Part A,Domestic legal and administrative framework,It is recommended that Cabo Verde amend the definition of effective date or otherwise clarify the definition to be in line with the standard. It is recommended that Cabo Verde take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard. It is recommended that Cabo Verde clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Cabo Verde. It is recommended that Cabo Verde publish the full content and format requirements of the CbC Report.,CPV,2022
Part B,Exchange of information framework,"It is recommended that Cabo Verde take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Cabo Verde has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Cabo Verde take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CPV,2022
Part C,Appropriate use,It is recommended that Cabo Verde take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CPV,2022
Part A,Domestic legal and administrative framework,It is recommended that Cameroon take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,CMR,2022
Part B,Exchange of information framework,"It is recommended that Cameroon take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Cameroon has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Cameroon take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CMR,2022
Part C,Appropriate use,It is recommended that Cameroon take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,CMR,2022
Part A,Domestic legal and administrative framework,None.,CAN,2022
Part B,Exchange of information framework,None.,CAN,2022
Part C,Appropriate use,None.,CAN,2022
Part A,Domestic legal and administrative framework,None.,CYM,2022
Part B,Exchange of information framework,None.,CYM,2022
Part C,Appropriate use,Not reviewed.,CYM,2022
Part A,Domestic legal and administrative framework,None.,CHL,2022
Part B,Exchange of information framework,None.,CHL,2022
Part C,Appropriate use,None.,CHL,2022
Part A,Domestic legal and administrative framework,"It is recommendation that China clarify the exact scope, conditions and legal basis under the minimum standard and/or the exchange of information framework for the filing exemption in relation to information relating to National Security. It is recommended that China amend its legislation or otherwise takes steps to ensure that local filing is only required in the circumstances contained in the terms of reference.",CHN,2022
Part B,Exchange of information framework,None.,CHN,2022
Part C,Appropriate use,None.,CHN,2022
Part A,Domestic legal and administrative framework,None.,COL,2022
Part B,Exchange of information framework,None.,COL,2022
Part C,Appropriate use,None.,COL,2022
Part A,Domestic legal and administrative framework,It is recommended that Congo take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,COG,2022
Part B,Exchange of information framework,"It is recommended that Congo take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Congo has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Congo take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",COG,2022
Part C,Appropriate use,It is recommended that Congo take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,COG,2022
Part A,Domestic legal and administrative framework,None.,CRI,2022
Part B,Exchange of information framework,It is recommended that Costa Rica take steps to have the necessary processes in place ahead of the first exchanges of CbC reports.,CRI,2022
Part C,Appropriate use,Not reviewed.,CRI,2022
Part A,Domestic legal and administrative framework,None.,CIV,2022
Part B,Exchange of information framework,"It is recommended that Côte d’Ivoire take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Côte d’Ivoire has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is also recommended that Côte d’Ivoire have in place the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",CIV,2022
Part C,Appropriate use,It is recommended that Côte d’Ivoire take steps to ensure that the appropriate use condition is met.,CIV,2022
Part A,Domestic legal and administrative framework,None.,HRV,2022
Part B,Exchange of information framework,None.,HRV,2022
Part C,Appropriate use,None.,HRV,2022
Part A,Domestic legal and administrative framework,None.,CUW,2022
Part B,Exchange of information framework,None.,CUW,2022
Part C,Appropriate use,Not reviewed.,CUW,2022
Part A,Domestic legal and administrative framework,None.,CZE,2022
Part B,Exchange of information framework,None.,CZE,2022
Part C,Appropriate use,None.,CZE,2022
Part A,Domestic legal and administrative framework,It is recommended that the Democratic Republic of the Congo take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,COD,2022
Part B,Exchange of information framework,"It is recommended that the Democratic Republic of the Congo take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which the Democratic Republic of the Congo has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that the Democratic Republic of the Congo take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",COD,2022
Part C,Appropriate use,It is recommended that the Democratic Republic of the Congo take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,COD,2022
Part A,Domestic legal and administrative framework,None.,DNK,2022
Part B,Exchange of information framework,None.,DNK,2022
Part C,Appropriate use,None.,DNK,2022
Part A,Domestic legal and administrative framework,It is recommended that Djibouti take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,DJI,2022
Part B,Exchange of information framework,"It is recommended that Djibouti take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Djibouti has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Djibouti take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DJI,2022
Part C,Appropriate use,It is recommended that Djibouti take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DJI,2022
Part A,Domestic legal and administrative framework,It is recommended that Dominica take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,DMA,2022
Part B,Exchange of information framework,"It is recommended that Dominica take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Dominica has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Dominica take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DMA,2022
Part C,Appropriate use,It is recommended that Dominica take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DMA,2022
Part A,Domestic legal and administrative framework,It is recommended that Dominican Republic take steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard.,DOM,2022
Part B,Exchange of information framework,"It is recommended that Dominican Republic take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which the Dominican Republic has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Dominican Republic take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",DOM,2022
Part C,Appropriate use,It is recommended that Dominican Republic take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,DOM,2022
Part A,Domestic legal and administrative framework,None.,EGY,2022
Part B,Exchange of information framework,"It is recommended that Egypt take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Egypt has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Egypt take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework ahead of its first exchanges of information.",EGY,2022
Part C,Appropriate use,It is recommended that Egypt take steps to ensure that the appropriate use condition is met.,EGY,2022
Part A,Domestic legal and administrative framework,None.,EST,2022
Part B,Exchange of information framework,None.,EST,2022
Part C,Appropriate use,None.,EST,2022
Part A,Domestic legal and administrative framework,It is recommended that Eswatini take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,SWZ,2022
Part B,Exchange of information framework,"It is recommended that Eswatini take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Eswatini has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Eswatini take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",SWZ,2022
Part C,Appropriate use,It is recommended that Eswatini take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,SWZ,2022
Part A,Domestic legal and administrative framework,It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that an MNE Group should consider its requirement to file using the consolidated group revenue for its fiscal year immediately preceding a reporting fiscal year for comparison with the threshold. It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that there are no exemptions form the filing requirement for MNE Groups who meet the threshold requirement in the Faroe Islands. It is recommended that the Faroe Islands take steps to amend legislation or otherwise clarify that a CbC report should be filed within 12 months of the end of the reporting period the report applies to. It is recommended that the Faroe Islands take steps to implement procedures to ensure effective implementation of the filing requirement.,FRO,2022
Part B,Exchange of information framework,"It is recommended that the Faroe Islands take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which the Faroe Islands has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that the Faroe Islands take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",FRO,2022
Part C,Appropriate use,It is recommended that the Faroe Islands take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,FRO,2022
Part A,Domestic legal and administrative framework,None.,FIN,2022
Part B,Exchange of information framework,None.,FIN,2022
Part C,Appropriate use,None.,FIN,2022
Part A,Domestic legal and administrative framework,It is recommended that France ensure that local filing only occurs in the circumstances contained in the terms of reference.,FRA,2022
Part B,Exchange of information framework,None.,FRA,2022
Part C,Appropriate use,None.,FRA,2022
Part A,Domestic legal and administrative framework,"It is recommended that Gabon finalise its requirements, in particular to: complete or introduce the definitions of “Constituent Entity”, “Group” and “MNE Group” which appear to be incomplete or missing, and define the requirements on the content of a CbC report.",GAB,2022
Part B,Exchange of information framework,"It is recommended that Gabon take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Gabon has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Gabon take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GAB,2022
Part C,Appropriate use,It is recommended that Gabon take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GAB,2022
Part A,Domestic legal and administrative framework,It is recommended that Georgia amend the legislation to include an effective date for the requirement to file CbC reports. It is recommended that Georgia introduce a definition for Group or otherwise clarify the definition to be in line with the standard. The report includes a recommendation that Georgia publish the full content and format requirements of the CbC Report. It is recommended that Georgia take steps to amend legislation or otherwise ensure that the filing deadline is not more than 12 months from the end of the reporting fiscal year.,GEO,2022
Part B,Exchange of information framework,"It is recommended that Georgia take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Georgia has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Georgia take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GEO,2022
Part C,Appropriate use,It is recommended that Georgia take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GEO,2022
Part A,Domestic legal and administrative framework,None.,DEU,2022
Part B,Exchange of information framework,None.,DEU,2022
Part C,Appropriate use,None.,DEU,2022
Part A,Domestic legal and administrative framework,None.,GIB,2022
Part B,Exchange of information framework,None.,GIB,2022
Part C,Appropriate use,None.,GIB,2022
Part A,Domestic legal and administrative framework,None.,GRC,2022
Part B,Exchange of information framework,None.,GRC,2022
Part C,Appropriate use,None.,GRC,2022
Part A,Domestic legal and administrative framework,It is recommended that Greenland clarify that the annual consolidated group revenue threshold calculation rule applies in line with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than Greenland.,GRL,2022
Part B,Exchange of information framework,"It is recommended that Greenland take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework which meet the confidentiality, consistency and appropriate use conditions and with which Greenland has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Greenland take steps to implement processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GRL,2022
Part C,Appropriate use,It is recommended that Greenland take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GRL,2022
Part A,Domestic legal and administrative framework,It is recommended that Grenada take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,GRD,2022
Part B,Exchange of information framework,"It is recommended that Grenada take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Grenada has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Grenada take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",GRD,2022
Part C,Appropriate use,It is recommended that Grenada take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,GRD,2022
Part A,Domestic legal and administrative framework,None.,GGY,2022
Part B,Exchange of information framework,None.,GGY,2022
Part C,Appropriate use,None.,GGY,2022
Part A,Domestic legal and administrative framework,It is recommended that Haiti take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,HTI,2022
Part B,Exchange of information framework,"It is recommended that Haiti take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Haiti has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Haiti take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",HTI,2022
Part C,Appropriate use,It is recommended that Haiti take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,HTI,2022
Part A,Domestic legal and administrative framework,It is recommended that Honduras take steps to implement a domestic legal and administrative framework to impose and enforce CbC reporting requirements as soon as possible.,HND,2022
Part B,Exchange of information framework,"It is recommended that Honduras take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Honduras has an international exchange of information agreement in effect that allows for the automatic exchange of tax information. It is recommended that Honduras take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",HND,2022
Part C,Appropriate use,It is recommended that Honduras take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,HND,2022
Part A,Domestic legal and administrative framework,None.,HKG,2022
Part B,Exchange of information framework,None.,HKG,2022
Part C,Appropriate use,None.,HKG,2022
Part A,Domestic legal and administrative framework,None.,HUN,2022
Part B,Exchange of information framework,None.,HUN,2022
Part C,Appropriate use,None.,HUN,2022
Part A,Domestic legal and administrative framework,None.,ISL,2022
Part B,Exchange of information framework,None.,ISL,2022
Part C,Appropriate use,None.,ISL,2022
Part A,Domestic legal and administrative framework,It is recommended that India amend or otherwise clarify that the annual consolidated group revenue threshold calculation rule applies in a manner consistent with the OECD guidance on currency fluctuations in respect of an MNE Group whose Ultimate Parent Entity is located in a jurisdiction other than India. It is recommended that India amend its legislation or otherwise takes steps to ensure that local filing only occurs in the circumstances permitted under the minimum standard.,IND,2022
Part B,Exchange of information framework,None.,IND,2022
Part C,Appropriate use,None.,IND,2022
Part A,Domestic legal and administrative framework,None.,IDN,2022
Part B,Exchange of information framework,None.,IDN,2022
Part C,Appropriate use,None.,IDN,2022
Part A,Domestic legal and administrative framework,None.,IRL,2022
Part B,Exchange of information framework,None.,IRL,2022
Part C,Appropriate use,None.,IRL,2022
Part A,Domestic legal and administrative framework,None.,IMN,2022
Part B,Exchange of information framework,None.,IMN,2022
Part C,Appropriate use,None.,IMN,2022
Part A,Domestic legal and administrative framework,A review of Israel’s domestic legal and administrative framework will be included in the next peer review report.,ISR,2022
Part B,Exchange of information framework,"It is recommended that Israel take steps to have qualifying competent authority agreements in effect with jurisdictions of the Inclusive Framework that meet the confidentiality, consistency and appropriate use conditions and with which Israel has an international exchange of information agreement in effect that allows for the automatic exchange of tax information It is recommended that Israel take steps to implement the necessary processes or written procedures to ensure that the exchange of information is conducted in a manner consistent with the terms of reference relating to the exchange of information framework.",ISR,2022
Part C,Appropriate use,It is recommended that Israel take steps to ensure that the appropriate use condition is met ahead of the first exchanges of information.,ISR,2022
Part A,Domestic legal and administrative framework,None.,ITA,2022
Part B,Exchange of information framework,None.,ITA,2022
